,TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_Qsum,TARIFF.CODE&&ORIGIN.CODE_illicit_Qrate
3690,8511500007&&CNTRY680,0,0
3691,808309000&&CNTRY215,0,0
3692,8609009090&&CNTRY920,0,0
3693,1202420000&&CNTRY644,0,0
3694,2711139191&&CNTRY376,0,2
3695,2710194790&&CNTRY653,0,0
3696,7326909499&&CNTRY846,1,2
3697,3701990002&&CNTRY554,0,0
3698,8471900001&&CNTRY917,0,0
3699,4504109900&&CNTRY866,0,2
3700,8703329091&&CNTRY652,0,0
3701,7326909889&&CNTRY764,0,2
3702,8538909902&&CNTRY959,0,0
3703,3004200010&&CNTRY123,0,0
3704,9027905009&&CNTRY771,0,0
3705,8501310001&&CNTRY216,0,0
3706,8708299005&&CNTRY652,0,0
3707,3002300009&&CNTRY123,0,2
3708,9018329000&&CNTRY866,0,0
3709,1901909905&&CNTRY576,0,0
3710,3919108000&&CNTRY825,0,0
3711,5407510000&&CNTRY994,0,0
3712,8505200090&&CNTRY825,0,2
3713,8460390000&&CNTRY625,0,2
3714,3920510000&&CNTRY379,0,0
3715,6003309000&&CNTRY994,0,0
3716,7308909804&&CNTRY920,0,2
3717,2905430000&&CNTRY236,0,0
3718,8703329012&&CNTRY674,0,2
3719,9013809099&&CNTRY994,0,0
3720,8703339093&&CNTRY123,0,0
3721,6804225090&&CNTRY881,0,0
3722,8452300000&&CNTRY748,0,0
3723,7408290000&&CNTRY652,0,0
3724,8419899899&&CNTRY976,0,2
3725,4203291000&&CNTRY994,0,0
3726,8443999040&&CNTRY652,0,2
3727,8703319090&&CNTRY759,0,0
3728,5209420000&&CNTRY390,0,0
3729,4415202001&&CNTRY884,0,0
3730,1704905109&&CNTRY785,0,0
3731,8517709070&&CNTRY321,0,2
3732,8542399090&&CNTRY615,0,0
3733,5208510000&&CNTRY680,0,0
3734,5514301000&&CNTRY123,0,0
3735,3907201100&&CNTRY837,0,2
3736,8428102010&&CNTRY917,0,0
3737,8471300009&&CNTRY652,0,2
3738,4415202001&&CNTRY825,0,0
3739,8703311091&&CNTRY415,0,0
3740,8708219000&&CNTRY485,0,0
3741,8473400000&&CNTRY334,0,0
3742,7117190000&&CNTRY562,0,0
3743,4814900000&&CNTRY884,0,0
3744,4106220000&&CNTRY316,0,0
3745,6907900000&&CNTRY277,0,0
3746,5901900000&&CNTRY376,0,0
3747,5509110000&&CNTRY759,0,0
3748,3920100000&&CNTRY438,0,0
3749,8703221917&&CNTRY846,0,0
3750,8708700000&&CNTRY713,0,2
3751,8443170000&&CNTRY376,0,2
3752,8703321922&&CNTRY975,0,2
3753,6209300000&&CNTRY830,0,0
3754,3912900000&&CNTRY376,0,0
3755,8703231119&&CNTRY139,0,0
3756,8424100000&&CNTRY659,0,0
3757,2801200000&&CNTRY153,0,0
3758,8517180000&&CNTRY764,0,0
3759,8427200000&&CNTRY863,0,0
3760,8716901000&&CNTRY376,0,0
3761,8703242100&&CNTRY765,0,0
3762,8442400000&&CNTRY920,0,0
3763,8513900000&&CNTRY881,0,2
3764,4810220024&&CNTRY881,0,2
3765,3917299000&&CNTRY863,0,0
3766,3916100000&&CNTRY837,0,0
3767,3920690000&&CNTRY409,0,2
3768,8703321220&&CNTRY825,0,0
3769,4818400049&&CNTRY846,0,0
3770,9405400000&&CNTRY376,0,0
3771,8704232000&&CNTRY994,0,0
3772,6811820000&&CNTRY364,0,0
3773,8703242100&&CNTRY654,0,0
3774,4011100000&&CNTRY379,0,2
3775,8417100000&&CNTRY747,0,0
3776,8703210011&&CNTRY276,1,2
3777,8703231119&&CNTRY527,0,0
3778,8704211122&&CNTRY759,0,0
3779,8703321922&&CNTRY644,0,2
3780,8466940000&&CNTRY994,0,0
3781,7318169190&&CNTRY759,0,2
3782,8203200002&&CNTRY555,0,2
3783,709991000&&CNTRY376,0,0
3784,8409990009&&CNTRY576,0,0
3785,7320208590&&CNTRY976,0,0
3786,5806400003&&CNTRY390,0,0
3787,4821101000&&CNTRY680,0,0
3788,8413708190&&CNTRY680,0,0
3789,9405409599&&CNTRY438,0,0
3790,4009210080&&CNTRY654,0,0
3791,9018499090&&CNTRY351,0,2
3792,8536490010&&CNTRY980,0,0
3793,8609009090&&CNTRY615,0,0
3794,3915901100&&CNTRY771,0,0
3795,8452900009&&CNTRY485,0,0
3796,3405909010&&CNTRY980,0,2
3797,4420909901&&CNTRY846,0,2
3798,5209210000&&CNTRY825,0,0
3799,3208201000&&CNTRY554,0,2
3800,8443999040&&CNTRY123,0,2
3801,8471702000&&CNTRY962,0,2
3802,7315120090&&CNTRY376,0,2
3803,2921599000&&CNTRY652,0,0
3804,8418108000&&CNTRY830,0,0
3805,3917290000&&CNTRY652,1,2
3806,8544499300&&CNTRY562,0,0
3807,5806400003&&CNTRY376,0,2
3808,8418610090&&CNTRY975,0,2
3809,7018105900&&CNTRY994,0,2
3810,4009120090&&CNTRY680,0,0
3811,3923299080&&CNTRY652,0,0
3812,8481900090&&CNTRY976,0,0
3813,5509110000&&CNTRY709,0,2
3814,9801000000&&CNTRY485,0,0
3815,8418408000&&CNTRY409,0,0
3816,3923210000&&CNTRY701,0,2
3817,8443999029&&CNTRY656,0,0
3818,8203200004&&CNTRY994,0,0
3819,5605000009&&CNTRY236,0,0
3820,8703331226&&CNTRY652,0,2
3821,3901100000&&CNTRY234,0,0
3822,2909440000&&CNTRY328,0,0
3823,5901100000&&CNTRY376,0,2
3824,6207910000&&CNTRY454,0,0
3825,2501002000&&CNTRY168,0,0
3826,8500000000&&CNTRY349,0,0
3827,5501300000&&CNTRY429,0,0
3828,3204110000&&CNTRY615,0,0
3829,5510900000&&CNTRY252,0,2
3830,1702110000&&CNTRY389,0,0
3831,4901999000&&CNTRY759,0,2
3832,5506200000&&CNTRY884,0,0
3833,8302200000&&CNTRY454,0,0
3834,5801900000&&CNTRY264,0,0
3835,305510052&&CNTRY976,0,0
3836,6217100000&&CNTRY919,0,0
3837,2918150000&&CNTRY263,0,2
3838,8702101319&&CNTRY385,0,0
3839,8703331928&&CNTRY825,0,2
3840,3919900000&&CNTRY139,0,2
3841,9017300000&&CNTRY378,0,0
3842,8703222900&&CNTRY846,0,2
3843,3206190000&&CNTRY747,0,2
3844,8703322100&&CNTRY153,0,0
3845,1006301000&&CNTRY825,0,0
3846,5801900000&&CNTRY527,0,0
3847,8441900000&&CNTRY349,0,0
3848,8703232225&&CNTRY656,0,0
3849,2903120000&&CNTRY680,0,0
3850,8704231924&&CNTRY615,0,2
3851,2902300000&&CNTRY576,0,0
3852,2009790074&&CNTRY825,0,0
3853,3302100000&&CNTRY277,0,2
3854,8481900000&&CNTRY759,0,2
3855,8479900000&&CNTRY759,0,0
3856,7304290000&&CNTRY881,0,0
3857,6211390000&&CNTRY785,0,0
3858,8703241128&&CNTRY656,1,2
3859,8443320000&&CNTRY837,0,2
3860,2712100000&&CNTRY759,0,0
3861,9018900000&&CNTRY328,0,0
3862,3901300000&&CNTRY680,0,0
3863,8305900000&&CNTRY764,0,2
3864,8703332100&&CNTRY615,0,0
3865,2207100000&&CNTRY759,0,0
3866,8704109090&&CNTRY764,0,0
3867,5309290000&&CNTRY994,0,0
3868,6201930003&&CNTRY123,0,0
3869,8425420019&&CNTRY771,0,2
3870,5407920000&&CNTRY976,0,2
3871,4415209000&&CNTRY846,0,0
3872,7318165090&&CNTRY139,0,0
3873,3506990099&&CNTRY652,0,0
3874,8409990009&&CNTRY558,0,2
3875,8481309909&&CNTRY485,0,2
3876,4911101000&&CNTRY652,0,0
3877,8302419009&&CNTRY994,0,0
3878,8483109501&&CNTRY930,0,2
3879,6406201000&&CNTRY825,0,0
3880,3923100000&&CNTRY153,0,0
3881,7010909112&&CNTRY825,0,0
3882,6203339001&&CNTRY576,0,2
3883,1104129000&&CNTRY123,0,0
3884,8305200001&&CNTRY866,0,0
3885,8543701000&&CNTRY480,0,0
3886,3920208009&&CNTRY759,0,0
3887,8512909009&&CNTRY123,0,0
3888,2933199000&&CNTRY680,0,0
3889,8473308000&&CNTRY322,0,0
3890,4911990099&&CNTRY976,0,0
3891,8207909900&&CNTRY618,0,2
3892,8452290009&&CNTRY846,0,0
3893,5602290009&&CNTRY759,0,0
3894,6702900001&&CNTRY376,0,0
3895,5208321600&&CNTRY652,0,0
3896,8544429011&&CNTRY825,0,0
3897,8501310001&&CNTRY615,0,2
3898,3917320009&&CNTRY825,0,0
3899,8538909902&&CNTRY881,0,0
3900,3304910000&&CNTRY153,0,0
3901,8409990009&&CNTRY846,0,2
3902,2918160000&&CNTRY994,0,0
3903,2204219601&&CNTRY215,0,0
3904,8609009090&&CNTRY837,0,0
3905,7326909889&&CNTRY554,0,0
3906,8308100000&&CNTRY376,0,2
3907,6217900009&&CNTRY528,0,0
3908,4016995709&&CNTRY376,0,2
3909,8708991000&&CNTRY846,0,0
3910,8452900009&&CNTRY920,0,0
3911,9017801090&&CNTRY765,0,2
3912,6403599900&&CNTRY456,0,0
3913,8421990010&&CNTRY171,0,0
3914,7318240000&&CNTRY166,0,0
3915,8206000000&&CNTRY859,0,2
3916,8704219969&&CNTRY234,0,0
3917,5508101009&&CNTRY881,0,0
3918,8538909902&&CNTRY322,0,2
3919,7315119090&&CNTRY881,0,0
3920,8482200000&&CNTRY994,0,0
3921,3901209000&&CNTRY674,0,0
3922,8483308009&&CNTRY615,0,0
3923,4819100000&&CNTRY881,0,2
3924,6114200009&&CNTRY652,0,0
3925,7319400000&&CNTRY825,0,0
3926,7419999099&&CNTRY825,1,2
3927,7606129900&&CNTRY680,0,0
3928,8431498000&&CNTRY323,0,2
3929,8536901020&&CNTRY562,0,0
3930,2932209009&&CNTRY976,0,2
3931,7217103900&&CNTRY995,0,0
3932,6206300001&&CNTRY454,0,2
3933,2844408001&&CNTRY562,0,0
3934,4816900009&&CNTRY316,0,0
3935,5807109010&&CNTRY687,0,0
3936,7019191000&&CNTRY748,0,0
3937,2501005191&&CNTRY994,0,0
3938,8537109100&&CNTRY276,0,0
3939,9606100010&&CNTRY976,0,1
3940,2403999005&&CNTRY825,0,0
3941,8536490010&&CNTRY284,0,0
3942,8419908599&&CNTRY335,0,0
3943,6217900003&&CNTRY555,0,0
3944,6403999600&&CNTRY652,0,0
3945,6109100001&&CNTRY976,0,0
3946,5807101010&&CNTRY393,0,0
3947,8703321961&&CNTRY652,0,0
3948,3215190000&&CNTRY994,0,0
3949,8473290000&&CNTRY216,0,0
3950,8703231221&&CNTRY771,0,0
3951,8703232926&&CNTRY709,1,2
3952,8702101319&&CNTRY652,0,0
3953,3105200000&&CNTRY764,0,0
3954,6908900000&&CNTRY680,0,2
3955,8458110000&&CNTRY284,0,2
3956,5801900000&&CNTRY576,0,0
3957,8480500000&&CNTRY284,0,0
3958,8703241128&&CNTRY652,1,2
3959,3507900000&&CNTRY415,0,0
3960,4802570000&&CNTRY748,0,0
3961,7604100000&&CNTRY113,0,2
3962,2101200000&&CNTRY995,0,0
3963,2002909000&&CNTRY994,0,0
3964,8703232124&&CNTRY881,0,0
3965,8703210011&&CNTRY656,0,0
3966,8703222900&&CNTRY153,0,0
3967,4202990099&&CNTRY917,0,2
3968,6805200000&&CNTRY322,0,2
3969,8704221100&&CNTRY770,0,2
3970,7209180000&&CNTRY264,0,0
3971,3901100000&&CNTRY701,0,2
3972,8703210011&&CNTRY994,0,0
3973,7312900000&&CNTRY133,0,2
3974,8481200000&&CNTRY311,0,0
3975,8701200000&&CNTRY364,0,0
3976,7307111000&&CNTRY701,0,0
3977,7208900000&&CNTRY680,0,0
3978,8703321922&&CNTRY576,0,0
3979,9005100000&&CNTRY825,0,0
3980,8539100000&&CNTRY278,0,0
3981,8703242900&&CNTRY398,0,2
3982,1904100000&&CNTRY656,0,0
3983,3204170000&&CNTRY615,0,0
3984,8702902099&&CNTRY656,0,0
3985,4013100000&&CNTRY546,0,2
3986,7601200000&&CNTRY652,0,0
3987,3824600000&&CNTRY263,0,2
3988,8702101319&&CNTRY764,0,0
3989,4811590059&&CNTRY321,0,0
3990,8544600000&&CNTRY168,0,0
3991,8301400000&&CNTRY656,0,0
3992,2933910000&&CNTRY125,0,0
3993,8428900000&&CNTRY976,0,0
3994,8448490000&&CNTRY652,0,0
3995,8535290000&&CNTRY959,0,2
3996,7412200000&&CNTRY930,0,0
3997,8515110000&&CNTRY349,0,0
3998,7323940000&&CNTRY278,0,0
3999,8436100000&&CNTRY759,0,0
4000,8477800000&&CNTRY262,0,0
4001,8708309906&&CNTRY125,0,0
4002,8482800000&&CNTRY615,0,0
4003,8436290001&&CNTRY184,0,0
4004,7616999099&&CNTRY615,0,0
4005,6106100009&&CNTRY874,0,0
4006,8703239091&&CNTRY976,0,0
4007,3923501000&&CNTRY389,0,0
4008,4821101000&&CNTRY615,0,0
4009,8703319090&&CNTRY376,1,2
4010,2836500000&&CNTRY994,0,0
4011,8302100009&&CNTRY709,0,2
4012,8302415009&&CNTRY846,0,0
4013,3809910000&&CNTRY321,0,2
4014,3926909779&&CNTRY976,0,0
4015,8504405500&&CNTRY825,0,0
4016,6217900009&&CNTRY652,0,0
4017,8708999799&&CNTRY846,0,0
4018,6107210001&&CNTRY376,0,2
4019,4114200001&&CNTRY376,0,2
4020,6205200009&&CNTRY654,0,0
4021,8308100000&&CNTRY765,0,2
4022,9801000000&&CNTRY389,0,0
4023,8512200019&&CNTRY454,0,2
4024,8716400009&&CNTRY920,0,0
4025,8703329093&&CNTRY881,0,0
4026,8544609090&&CNTRY709,0,0
4027,8547200000&&CNTRY930,0,0
4028,4819100000&&CNTRY653,0,0
4029,8413910009&&CNTRY976,0,0
4030,8609009090&&CNTRY321,0,2
4031,8482990009&&CNTRY284,0,2
4032,4114200004&&CNTRY680,0,0
4033,8708999799&&CNTRY759,0,0
4034,8471705000&&CNTRY454,0,2
4035,8547200000&&CNTRY576,0,0
4036,7326904000&&CNTRY825,0,0
4037,9022210000&&CNTRY625,0,0
4038,9606100010&&CNTRY351,0,0
4039,7307298000&&CNTRY866,0,2
4040,8409910002&&CNTRY376,0,0
4041,4811900072&&CNTRY866,0,0
4042,8516320000&&CNTRY680,0,0
4043,8533210000&&CNTRY652,0,2
4044,8702101900&&CNTRY687,0,2
4045,8708309904&&CNTRY825,0,0
4046,6203423509&&CNTRY680,0,0
4047,7317008010&&CNTRY825,0,0
4048,8544300090&&CNTRY846,0,2
4049,8541401000&&CNTRY480,0,0
4050,7214911010&&CNTRY123,0,2
4051,3904220009&&CNTRY759,0,0
4052,8708409100&&CNTRY825,0,0
4053,9801000000&&CNTRY881,0,0
4054,3824905000&&CNTRY615,0,0
4055,9018908439&&CNTRY825,0,2
4056,8708309904&&CNTRY994,0,2
4057,5209420000&&CNTRY917,0,0
4058,3919900000&&CNTRY976,0,0
4059,5402330000&&CNTRY485,0,0
4060,8609009090&&CNTRY884,0,0
4061,5807101010&&CNTRY123,0,0
4062,8538909909&&CNTRY680,0,0
4063,3303009091&&CNTRY653,0,0
4064,8507102000&&CNTRY994,0,0
4065,7307991000&&CNTRY994,0,0
4066,3923301000&&CNTRY376,0,0
4067,8708299009&&CNTRY364,0,0
4068,8536691010&&CNTRY976,0,0
4069,8548909000&&CNTRY364,0,0
4070,8301700090&&CNTRY846,0,0
4071,6203399099&&CNTRY846,0,0
4072,8538909902&&CNTRY389,0,0
4073,8501109100&&CNTRY994,0,0
4074,8716398090&&CNTRY615,0,0
4075,3825909000&&CNTRY825,0,0
4076,7312102000&&CNTRY376,0,0
4077,5209320000&&CNTRY376,0,0
4078,9031908500&&CNTRY454,0,2
4079,8424200000&&CNTRY756,0,0
4080,8443999040&&CNTRY376,0,2
4081,9507900002&&CNTRY123,0,2
4082,8512200091&&CNTRY825,0,0
4083,4016930000&&CNTRY652,0,0
4084,7318159050&&CNTRY652,0,0
4085,5603921000&&CNTRY825,0,0
4086,8536309000&&CNTRY625,0,0
4087,3923210000&&CNTRY680,0,0
4088,8538909902&&CNTRY713,0,0
4089,6201930002&&CNTRY140,0,0
4090,8471705000&&CNTRY376,0,0
4091,8478900000&&CNTRY994,0,0
4092,8708939002&&CNTRY680,0,0
4093,8704100011&&CNTRY652,0,0
4094,2009900091&&CNTRY759,0,2
4095,7323100000&&CNTRY323,0,0
4096,4011200000&&CNTRY713,0,0
4097,8704900099&&CNTRY615,0,2
4098,9405600000&&CNTRY859,0,2
4099,8703232926&&CNTRY652,0,0
4100,8415830000&&CNTRY656,0,0
4101,8702101319&&CNTRY378,0,0
4102,3917219000&&CNTRY429,0,0
4103,8419890000&&CNTRY680,0,0
4104,8440900000&&CNTRY656,0,2
4105,2309100000&&CNTRY759,0,0
4106,8431100000&&CNTRY680,0,0
4107,7016900000&&CNTRY473,0,0
4108,7612900091&&CNTRY558,0,2
4109,8517120000&&CNTRY615,0,0
4110,8711909000&&CNTRY322,0,2
4111,5402690000&&CNTRY277,0,2
4112,8450900000&&CNTRY920,0,0
4113,8704311114&&CNTRY975,0,0
4114,8546200000&&CNTRY713,0,0
4115,5506200000&&CNTRY323,0,2
4116,8706001300&&CNTRY764,0,0
4117,8703241128&&CNTRY765,0,0
4118,8541400000&&CNTRY448,0,0
4119,8702902099&&CNTRY138,0,2
4120,8428390000&&CNTRY994,0,0
4121,8703210011&&CNTRY138,0,0
4122,3902300000&&CNTRY316,0,2
4123,305490000&&CNTRY528,0,0
4124,904110000&&CNTRY615,0,2
4125,7010902122&&CNTRY759,0,2
4126,8431200000&&CNTRY709,1,2
4127,8428100000&&CNTRY140,0,0
4128,6214900000&&CNTRY562,0,0
4129,7210500000&&CNTRY351,0,0
4130,8413300000&&CNTRY995,0,0
4131,9405600000&&CNTRY759,0,0
4132,2801200000&&CNTRY713,0,0
4133,8703321922&&CNTRY389,0,0
4134,8703222100&&CNTRY139,0,0
4135,3004900000&&CNTRY939,0,0
4136,6905900000&&CNTRY656,0,0
4137,8436290000&&CNTRY873,0,0
4138,8704211122&&CNTRY939,0,0
4139,4403100000&&CNTRY376,0,0
4140,7323100000&&CNTRY765,0,0
4141,8429590000&&CNTRY652,0,0
4142,8411990000&&CNTRY759,0,0
4143,8443320000&&CNTRY277,0,2
4144,8421190000&&CNTRY407,0,2
4145,8473290000&&CNTRY284,0,0
4146,3902300000&&CNTRY376,0,0
4147,2526200000&&CNTRY680,0,0
4148,3904100000&&CNTRY771,0,0
4149,8452900009&&CNTRY881,0,0
4150,3923100000&&CNTRY881,0,0
4151,5407520000&&CNTRY846,0,0
4152,7407100000&&CNTRY994,0,2
4153,3004200010&&CNTRY680,0,0
4154,8703219030&&CNTRY859,0,0
4155,8482109000&&CNTRY376,0,0
4156,3919900000&&CNTRY674,0,0
4157,5211430000&&CNTRY454,0,0
4158,8533210000&&CNTRY825,0,2
4159,8452300000&&CNTRY680,0,2
4160,8609009090&&CNTRY138,0,0
4161,8409990003&&CNTRY976,0,0
4162,8542399090&&CNTRY576,0,0
4163,8207909900&&CNTRY652,0,0
4164,8517620019&&CNTRY994,0,0
4165,8481806390&&CNTRY618,0,0
4166,6910900009&&CNTRY123,0,0
4167,8473302009&&CNTRY764,0,2
4168,709991000&&CNTRY445,0,0
4169,7314490000&&CNTRY376,0,0
4170,8703329014&&CNTRY846,0,0
4171,9027801100&&CNTRY701,0,0
4172,2710198190&&CNTRY652,0,2
4173,6004900000&&CNTRY764,0,2
4174,3923301000&&CNTRY680,0,0
4175,8708939009&&CNTRY837,0,0
4176,9032102000&&CNTRY680,0,2
4177,3920920000&&CNTRY747,0,0
4178,2710124591&&CNTRY765,0,0
4179,3401300000&&CNTRY976,0,2
4180,9603909100&&CNTRY859,0,0
4181,4205009099&&CNTRY846,0,0
4182,5407440000&&CNTRY846,0,0
4183,8705100000&&CNTRY317,0,0
4184,8414900005&&CNTRY284,0,0
4185,5208130000&&CNTRY713,0,0
4186,3209100090&&CNTRY680,0,0
4187,4707909000&&CNTRY994,0,2
4188,6110209101&&CNTRY837,0,0
4189,6211331003&&CNTRY994,0,0
4190,6309000002&&CNTRY846,0,0
4191,8407343009&&CNTRY825,0,0
4192,8515290000&&CNTRY680,0,0
4193,9026802090&&CNTRY652,0,0
4194,8483608002&&CNTRY846,0,0
4195,7318220000&&CNTRY976,0,0
4196,8525809910&&CNTRY652,0,2
4197,9405500099&&CNTRY407,0,2
4198,9606210000&&CNTRY376,0,0
4199,6211390018&&CNTRY652,0,2
4200,6302600010&&CNTRY976,0,0
4201,8541100000&&CNTRY680,0,0
4202,8421392000&&CNTRY846,0,2
4203,9404909000&&CNTRY527,0,0
4204,7616999099&&CNTRY680,0,0
4205,8544200091&&CNTRY236,0,2
4206,4412998500&&CNTRY830,0,0
4207,8409990009&&CNTRY615,0,0
4208,5208321600&&CNTRY765,0,0
4209,9606220000&&CNTRY825,0,0
4210,7010200000&&CNTRY123,0,0
4211,3926909799&&CNTRY975,0,0
4212,8544499590&&CNTRY376,0,0
4213,9032200000&&CNTRY976,0,0
4214,9031908500&&CNTRY615,0,2
4215,9503003019&&CNTRY846,0,2
4216,7009100001&&CNTRY376,0,0
4217,8708309103&&CNTRY976,0,0
4218,5513310000&&CNTRY825,0,2
4219,8308200009&&CNTRY825,0,0
4220,8507108000&&CNTRY994,0,0
4221,2710124591&&CNTRY846,0,0
4222,5806321029&&CNTRY376,0,0
4223,7013379199&&CNTRY994,0,0
4224,5402591000&&CNTRY652,0,0
4225,2710124591&&CNTRY615,0,0
4226,7223001900&&CNTRY825,0,0
4227,8426990099&&CNTRY627,0,0
4228,3003900019&&CNTRY376,0,0
4229,5804109000&&CNTRY825,0,2
4230,3003900019&&CNTRY415,0,0
4231,2903610000&&CNTRY576,0,2
4232,3919100000&&CNTRY415,0,0
4233,8455210000&&CNTRY615,0,0
4234,8471490049&&CNTRY680,0,2
4235,6207910000&&CNTRY140,0,0
4236,8479200000&&CNTRY554,0,2
4237,8704212025&&CNTRY284,0,0
4238,8421230000&&CNTRY785,0,0
4239,3902100000&&CNTRY884,0,0
4240,8704211924&&CNTRY759,0,2
4241,4811410043&&CNTRY917,0,2
4242,8425110000&&CNTRY745,0,2
4243,6109100000&&CNTRY680,0,0
4244,3307410000&&CNTRY277,0,2
4245,2916120000&&CNTRY759,0,2
4246,8472900000&&CNTRY150,0,0
4247,6813810000&&CNTRY184,0,0
4248,8702101319&&CNTRY891,0,0
4249,8423100000&&CNTRY891,0,2
4250,6908100000&&CNTRY713,0,0
4251,6601990000&&CNTRY756,0,0
4252,8703332200&&CNTRY873,0,0
4253,6203490000&&CNTRY317,0,0
4254,3811900000&&CNTRY216,0,0
4255,8703322100&&CNTRY262,0,0
4256,6907900000&&CNTRY480,0,2
4257,6006310000&&CNTRY527,0,2
4258,8703232926&&CNTRY138,0,0
4259,2204210000&&CNTRY994,0,0
4260,808100000&&CNTRY491,0,2
4261,8417200000&&CNTRY558,0,2
4262,3920430043&&CNTRY125,0,2
4263,5510900000&&CNTRY562,0,0
4264,8711101000&&CNTRY555,0,2
4265,8703332100&&CNTRY884,1,2
4266,2905450000&&CNTRY615,0,0
4267,9600000000&&CNTRY527,0,2
4268,9606210000&&CNTRY652,0,2
4269,8516299900&&CNTRY959,0,0
4270,4009220090&&CNTRY123,0,0
4271,4415209000&&CNTRY920,0,0
4272,8536699010&&CNTRY652,0,0
4273,4016995709&&CNTRY652,0,0
4274,3824904500&&CNTRY976,0,2
4275,4415202001&&CNTRY653,0,0
4276,8415900090&&CNTRY825,0,0
4277,3922900009&&CNTRY123,0,0
4278,4011630000&&CNTRY415,0,0
4279,8703239091&&CNTRY994,0,2
4280,8481309100&&CNTRY316,0,0
4281,9607190000&&CNTRY376,0,0
4282,8482990002&&CNTRY390,0,0
4283,4107911091&&CNTRY123,0,0
4284,1806321000&&CNTRY376,0,0
4285,4821109000&&CNTRY652,0,2
4286,8532210000&&CNTRY716,0,0
4287,2914110000&&CNTRY652,0,2
4288,8421990020&&CNTRY656,0,0
4289,8536109001&&CNTRY153,0,0
4290,8536699010&&CNTRY930,0,0
4291,6112491091&&CNTRY976,0,0
4292,8471300009&&CNTRY140,0,2
4293,1604144101&&CNTRY846,0,2
4294,8207509000&&CNTRY976,0,0
4295,4015190009&&CNTRY795,0,2
4296,8517620019&&CNTRY859,0,0
4297,3303001099&&CNTRY615,0,2
4298,8526920009&&CNTRY680,0,0
4299,6117100010&&CNTRY277,0,0
4300,3919101900&&CNTRY881,0,0
4301,1806321000&&CNTRY209,0,0
4302,8512200092&&CNTRY994,0,0
4303,6406909099&&CNTRY846,0,0
4304,8541100000&&CNTRY920,0,0
4305,8482109000&&CNTRY825,0,2
4306,5402480000&&CNTRY959,0,0
4307,7320909000&&CNTRY680,0,0
4308,4202221000&&CNTRY959,0,0
4309,8536501196&&CNTRY846,0,0
4310,8716398090&&CNTRY652,0,0
4311,8535900099&&CNTRY454,0,0
4312,910999909&&CNTRY976,0,0
4313,5806200000&&CNTRY759,0,0
4314,8413702990&&CNTRY627,0,0
4315,7607191090&&CNTRY335,0,2
4316,802220000&&CNTRY480,0,0
4317,8542329020&&CNTRY687,0,0
4318,406902300&&CNTRY454,0,2
4319,8708309909&&CNTRY376,0,0
4320,3401110099&&CNTRY252,0,0
4321,5508201000&&CNTRY994,0,2
4322,6305390000&&CNTRY140,0,0
4323,8481209000&&CNTRY863,0,0
4324,6204631801&&CNTRY376,0,0
4325,8409910009&&CNTRY652,0,0
4326,5911400000&&CNTRY825,0,0
4327,6205200009&&CNTRY930,0,0
4328,6203423509&&CNTRY881,0,0
4329,8536901099&&CNTRY615,0,0
4330,8481809998&&CNTRY680,0,2
4331,9607190000&&CNTRY264,0,0
4332,4812000000&&CNTRY652,0,2
4333,8532220000&&CNTRY376,0,0
4334,3926909779&&CNTRY123,0,0
4335,4415202001&&CNTRY393,0,0
4336,8501310001&&CNTRY485,0,0
4337,8208900090&&CNTRY994,0,0
4338,8483908900&&CNTRY316,0,2
4339,8481109990&&CNTRY680,0,0
4340,1806310000&&CNTRY976,0,0
4341,4009220090&&CNTRY454,0,2
4342,4016930000&&CNTRY615,0,2
4343,8481806310&&CNTRY209,0,0
4344,5401101200&&CNTRY994,0,0
4345,8703229060&&CNTRY652,0,2
4346,2908190000&&CNTRY652,0,0
4347,8523521000&&CNTRY123,0,0
4348,8205598009&&CNTRY825,0,0
4349,1214100000&&CNTRY264,0,0
4350,8409910003&&CNTRY323,0,0
4351,7308300000&&CNTRY701,0,2
4352,7609000000&&CNTRY976,0,0
4353,5804109000&&CNTRY994,0,0
4354,8413910009&&CNTRY994,0,0
4355,4011100010&&CNTRY376,0,0
4356,4418400000&&CNTRY429,0,0
4357,4412390000&&CNTRY376,0,0
4358,8474310000&&CNTRY376,0,0
4359,8443990000&&CNTRY615,0,0
4360,8702902099&&CNTRY764,0,0
4361,4802690000&&CNTRY555,0,0
4362,305510052&&CNTRY680,0,0
4363,8471300031&&CNTRY264,0,2
4364,5007200000&&CNTRY748,0,0
4365,3920990000&&CNTRY680,0,0
4366,6305390000&&CNTRY846,0,2
4367,8481200000&&CNTRY680,0,0
4368,2005400000&&CNTRY701,0,2
4369,8703242100&&CNTRY276,0,2
4370,8414400000&&CNTRY759,0,0
4371,5610000000&&CNTRY277,1,2
4372,9506400000&&CNTRY654,0,2
4373,8708300000&&CNTRY756,0,2
4374,7326190000&&CNTRY558,0,2
4375,8530900000&&CNTRY709,0,0
4376,9608200000&&CNTRY398,0,0
4377,8704322000&&CNTRY264,0,0
4378,8703232225&&CNTRY113,0,0
4379,8704321920&&CNTRY680,0,0
4380,3401200000&&CNTRY618,0,2
4381,8714940000&&CNTRY562,0,0
4382,5204190000&&CNTRY713,0,0
4383,5806200000&&CNTRY884,0,0
4384,5410000000&&CNTRY837,0,2
4385,4821900000&&CNTRY994,0,0
