,IMPORTER.TIN,IMPORTER.TIN_illicit_Qsum,IMPORTER.TIN_illicit_Qrate
5146,IMPO10715,0,0
5147,IMPO11351,1,3
5148,IMPO18148,1,3
5149,IMPO11892,0,0
5150,IMPO16812,0,3
5151,IMPO11977,0,0
5152,IMPO17377,0,3
5153,IMPO19139,0,0
5154,IMPO11158,0,0
5155,IMPO12730,0,0
5156,IMPO19358,0,3
5157,IMPO18078,1,3
5158,IMPO15831,1,3
5159,IMPO13313,0,3
5160,IMPO15631,1,3
5161,IMPO17901,0,0
5162,IMPO13292,0,0
5163,IMPO10755,0,3
5164,IMPO18514,0,3
5165,IMPO13538,2,3
5166,IMPO10052,1,3
5167,IMPO19487,0,3
5168,IMP693169,1,3
5169,IMP838972,0,3
5170,IMP186338,0,3
5171,IMP464913,0,0
5172,IMP850958,0,0
5173,IMP193210,0,0
5174,IMP554136,0,0
5175,IMP773327,0,0
5176,IMP895043,0,3
5177,IMP390037,0,3
5178,IMP179746,0,0
5179,IMP988655,0,0
5180,IMP558609,0,3
5181,IMP425964,0,0
5182,IMP627105,0,3
5183,IMP623443,1,3
5184,IMP317800,0,0
5185,IMP395129,0,0
5186,IMP751795,1,3
5187,IMP450742,0,0
5188,IMP267023,0,3
5189,IMP346181,0,0
5190,IMP538161,1,3
5191,IMP169967,0,3
5192,IMPO17194,0,0
5193,IMPO19719,0,0
5194,IMPO15104,0,3
5195,IMPO16539,0,0
5196,IMPO10968,0,0
5197,IMPO15380,0,0
5198,IMPO12289,0,3
5199,IMPO16458,0,0
5200,IMPO13873,0,3
5201,IMPO14781,0,0
5202,IMPO17142,0,3
5203,IMP200107,0,0
5204,IMP729042,1,3
5205,IMP910467,0,0
5206,IMP719526,0,3
5207,IMP641609,0,3
5208,IMP927588,1,3
5209,IMP502464,0,0
5210,IMP691865,0,3
5211,IMP434443,0,0
5212,IMP219830,0,0
5213,IMP625887,0,3
5214,IMP359850,0,3
5215,IMP414267,0,0
5216,IMP886987,1,3
5217,IMP866561,0,0
5218,IMP756514,0,3
5219,IMP452968,0,3
5220,IMP403814,0,0
5221,IMP793905,0,3
5222,IMP591739,0,3
5223,IMP897615,2,3
5224,IMP680357,0,0
5225,IMP193134,0,3
5226,IMPO10847,0,3
5227,IMPO14269,1,3
5228,IMPO11657,1,3
5229,IMPO15352,0,0
5230,IMPO14188,0,0
5231,IMPO16102,0,0
5232,IMPO16894,0,0
5233,IMPO10990,1,3
5234,IMPO13320,0,0
5235,IMPO11503,1,3
5236,IMPO18872,0,3
5237,IMPO18319,0,0
5238,IMPO15304,0,0
5239,IMPO19933,0,0
5240,IMPO16208,1,3
5241,IMPO15006,0,2
5242,IMPO18397,0,0
5243,IMPO13838,1,3
5244,IMPO12711,0,0
5245,IMPO13053,0,0
5246,IMPO13374,0,0
5247,IMPO12518,1,3
5248,IMPO12699,0,3
5249,IMP802390,0,0
5250,IMP766957,0,0
5251,IMP883159,0,3
5252,IMP735378,0,3
5253,IMP663009,1,3
5254,IMP602919,0,3
5255,IMP732333,1,3
5256,IMP593803,1,3
5257,IMP929679,0,3
5258,IMP799903,0,3
5259,IMP947652,0,3
5260,IMP904792,0,0
5261,IMP726609,0,0
5262,IMP970638,0,3
5263,IMP247440,0,0
5264,IMP839926,0,0
5265,IMP729801,0,0
5266,IMP370924,0,0
5267,IMP675074,0,3
5268,IMP295134,0,3
5269,IMP283504,0,3
5270,IMP414409,0,3
5271,IMP566997,0,0
5272,IMP202373,1,3
5273,IMP399514,0,0
5274,IMP342718,0,3
5275,IMP577852,0,0
5276,IMP641914,0,3
5277,IMP498226,1,3
5278,IMP166574,0,0
5279,IMPO19492,0,0
5280,IMPO14404,0,3
5281,IMPO19037,0,3
5282,IMPO12910,0,0
5283,IMPO12369,0,3
5284,IMPO15413,0,3
5285,IMPO17704,0,3
5286,IMPO11039,0,0
5287,IMPO15620,1,3
5288,IMPO13630,0,0
5289,IMPO18667,0,0
5290,IMPO18367,0,0
5291,IMPO12761,0,3
5292,IMPO14615,0,3
5293,IMPO16138,0,3
5294,IMPO19096,0,0
5295,IMPO15739,0,0
5296,IMPO11452,0,0
5297,IMPO19936,1,3
5298,IMPO11069,0,3
5299,IMPO16565,0,3
5300,IMPO19629,0,0
5301,IMPO16958,0,0
5302,IMPO14657,0,3
5303,IMP358828,0,0
5304,IMP104457,0,0
5305,IMP440873,0,0
5306,IMP882614,1,3
5307,IMP620824,0,0
5308,IMP741994,0,3
5309,IMP295401,1,3
5310,IMP698526,0,0
5311,IMP905403,0,0
5312,IMP911197,0,3
5313,IMP480147,0,0
5314,IMP257687,0,0
5315,IMP187733,0,3
5316,IMP401327,1,3
5317,IMP689372,0,0
5318,IMP548362,1,3
5319,IMP445610,1,3
5320,IMP152235,0,0
5321,IMP304688,1,3
5322,IMP163166,0,0
5323,IMP790813,0,3
5324,IMP208931,0,0
5325,IMP795165,1,3
5326,IMP497149,0,0
5327,IMP523904,1,3
5328,IMP436125,0,0
5329,IMP688713,0,0
5330,IMPO18373,0,0
5331,IMPO19026,0,0
5332,IMPO11308,0,0
5333,IMPO12442,0,3
5334,IMPO18269,1,3
5335,IMPO10951,0,0
5336,IMPO12762,0,0
5337,IMPO14418,0,0
5338,IMPO18558,0,3
5339,IMPO15898,0,3
5340,IMPO17114,0,3
5341,IMPO14467,1,3
5342,IMPO13724,0,0
5343,IMPO17634,0,0
5344,IMPO16407,0,3
5345,IMPO11455,0,0
5346,IMPO10394,0,3
5347,IMPO10500,0,0
5348,IMPO15038,1,3
5349,IMPO15558,0,0
5350,IMPO11240,2,3
5351,IMPO19903,0,3
5352,IMPO10428,0,3
5353,IMP382001,0,0
5354,IMP180530,0,0
5355,IMP624383,0,0
5356,IMP426048,0,0
5357,IMP555393,0,3
5358,IMP362343,0,3
5359,IMP612318,0,3
5360,IMP631495,0,0
5361,IMP849523,0,0
5362,IMP296774,0,0
5363,IMP827692,1,3
5364,IMP743020,0,0
5365,IMP785287,0,0
5366,IMP248010,0,0
5367,IMP225250,1,3
5368,IMP649023,1,3
5369,IMP310389,0,0
5370,IMP110917,0,3
5371,IMP717900,0,3
5372,IMP168292,1,3
5373,IMP212140,0,0
5374,IMP512070,0,0
5375,IMP842708,0,0
5376,IMPO14849,0,3
5377,IMPO14582,0,0
5378,IMPO16192,0,0
5379,IMPO14612,0,0
5380,IMPO14531,0,0
5381,IMPO14837,0,3
5382,IMPO13953,0,0
5383,IMPO18386,0,3
5384,IMPO10176,1,3
5385,IMPO14410,1,3
5386,IMPO16070,0,3
5387,IMPO10230,0,0
5388,IMPO19976,0,3
5389,IMPO17677,1,3
5390,IMPO17048,0,0
5391,IMPO10815,0,0
5392,IMPO16196,0,3
5393,IMPO19713,0,0
5394,IMPO14906,1,3
5395,IMPO15265,0,0
5396,IMPO16858,0,0
5397,IMPO19844,0,0
5398,IMPO19833,1,3
5399,IMP396089,0,3
5400,IMP781764,0,0
5401,IMP390375,0,0
5402,IMP609773,0,0
5403,IMP594686,0,0
5404,IMP896509,0,3
5405,IMP932915,0,0
5406,IMP211390,0,0
5407,IMP399767,1,3
5408,IMP599277,1,3
5409,IMP799032,0,3
5410,IMP474078,0,3
5411,IMP753459,0,0
5412,IMP717187,0,3
5413,IMP426415,0,0
5414,IMP396333,0,3
5415,IMP596049,1,3
5416,IMP809718,1,3
5417,IMP685021,0,0
5418,IMPO10424,1,3
5419,IMPO11315,1,3
5420,IMPO11846,0,0
5421,IMPO19081,0,0
5422,IMPO17189,0,0
5423,IMPO17660,0,3
5424,IMPO18909,1,3
5425,IMPO14580,0,0
5426,IMPO14321,0,2
5427,IMPO19219,0,3
5428,IMPO18466,0,0
5429,IMPO17147,0,3
5430,IMPO11303,0,0
5431,IMPO19343,0,3
5432,IMPO11671,1,3
5433,IMPO11263,0,0
5434,IMPO14595,0,0
5435,IMPO14491,0,3
5436,IMPO10291,0,3
5437,IMPO15544,1,3
5438,IMPO17116,1,3
5439,IMPO14758,0,0
5440,IMPO19341,0,0
5441,IMPO16572,0,0
5442,IMPO10072,0,3
5443,IMPO12252,0,0
5444,IMP329470,0,3
5445,IMP945264,0,0
5446,IMP496149,0,0
5447,IMP341419,0,0
5448,IMP913825,0,3
5449,IMP311876,0,0
5450,IMP988917,0,0
5451,IMP685362,1,3
5452,IMP395885,1,3
5453,IMP498500,1,3
5454,IMP523006,0,0
5455,IMP150390,0,3
5456,IMP691270,0,0
5457,IMP869697,0,0
5458,IMP152864,0,3
5459,IMP475803,0,0
5460,IMP191882,0,3
5461,IMP616228,0,3
5462,IMP958470,0,0
5463,IMP706247,1,3
5464,IMP960666,0,0
5465,IMP947015,0,0
5466,IMP150420,0,0
5467,IMP747169,0,3
5468,IMP405570,1,3
5469,IMPO18776,0,0
5470,IMPO16780,1,3
5471,IMPO13119,0,3
5472,IMPO11605,0,3
5473,IMPO16187,0,0
5474,IMPO13384,0,0
5475,IMPO10211,0,3
5476,IMPO12161,1,3
5477,IMPO11841,0,0
5478,IMPO16509,0,3
5479,IMPO16609,0,0
5480,IMPO11807,0,3
5481,IMPO18444,1,3
5482,IMPO16461,0,3
5483,IMPO12959,0,3
5484,IMPO17721,0,0
5485,IMP705192,0,3
5486,IMP630884,0,3
5487,IMP515857,1,3
5488,IMP119202,0,3
5489,IMP995918,0,0
5490,IMP263644,0,0
5491,IMP707898,0,3
5492,IMP621979,0,0
5493,IMP446225,0,3
5494,IMP935966,0,3
5495,IMP319713,0,0
5496,IMP561319,0,3
5497,IMP600173,0,0
5498,IMP653589,0,3
5499,IMP340373,1,3
5500,IMP871604,0,0
5501,IMPO19356,0,0
5502,IMPO13682,0,0
5503,IMPO12947,0,3
5504,IMPO18377,0,3
5505,IMPO11743,0,3
5506,IMPO14294,0,3
5507,IMPO15231,0,0
5508,IMPO11656,0,0
5509,IMPO17242,0,0
5510,IMPO11498,1,3
5511,IMPO17627,0,0
5512,IMPO11983,0,3
5513,IMPO15706,0,0
5514,IMPO18098,0,0
5515,IMPO19269,0,0
5516,IMPO12396,0,0
5517,IMPO13215,1,3
5518,IMPO13938,0,0
5519,IMPO15895,0,3
5520,IMPO18474,0,3
5521,IMPO12245,0,0
5522,IMPO12332,1,3
5523,IMPO11420,0,3
5524,IMPO18957,0,3
5525,IMPO11912,0,3
5526,IMPO14652,1,3
5527,IMPO12322,0,0
5528,IMPO18895,0,3
5529,IMPO15926,0,0
5530,IMP181489,0,0
5531,IMP245125,0,3
5532,IMP685506,0,3
5533,IMP489355,0,0
5534,IMP364000,0,3
5535,IMP305138,0,3
5536,IMP429434,0,0
5537,IMP455211,0,0
5538,IMP308696,0,3
5539,IMP390689,0,3
5540,IMP771172,0,3
5541,IMP604824,1,3
5542,IMP308024,0,3
5543,IMP655077,0,0
5544,IMP182371,0,0
5545,IMP667959,0,3
5546,IMP339738,0,0
5547,IMP583452,1,3
5548,IMP569289,0,3
5549,IMP970659,0,0
5550,IMP844147,0,3
5551,IMP598925,0,3
5552,IMP829854,0,3
5553,IMP136835,0,3
5554,IMP524729,0,0
5555,IMP878094,0,3
5556,IMP234090,0,3
5557,IMP293973,0,0
5558,IMP873376,1,3
5559,IMP300282,0,0
5560,IMP699617,0,3
5561,IMP237244,0,0
5562,IMP377404,0,0
5563,IMP581795,0,3
5564,IMP585817,0,0
5565,IMPO17682,0,0
5566,IMPO11639,0,3
5567,IMPO19085,0,3
5568,IMPO12176,1,3
5569,IMPO12655,1,3
5570,IMPO17376,0,3
5571,IMPO12474,0,0
5572,IMPO18508,0,3
5573,IMPO17086,0,0
5574,IMPO17800,0,0
5575,IMPO14852,0,3
5576,IMPO13469,0,0
5577,IMPO18091,0,3
5578,IMPO19967,0,0
5579,IMPO13961,0,0
5580,IMPO18076,0,3
5581,IMPO19940,0,0
5582,IMPO18470,0,0
5583,IMPO15883,0,3
5584,IMPO15483,0,3
5585,IMPO14986,0,3
5586,IMPO19416,1,3
5587,IMPO14601,0,3
5588,IMPO12927,0,3
5589,IMP777773,0,3
5590,IMP745662,1,3
5591,IMP783607,0,3
5592,IMP851211,0,0
5593,IMP599059,0,3
5594,IMP158677,0,0
5595,IMP840332,0,3
5596,IMP495326,0,0
5597,IMP331765,0,3
5598,IMP166333,0,3
5599,IMP645302,0,3
5600,IMP720791,0,0
5601,IMP390163,0,0
5602,IMP597512,0,3
5603,IMP852595,0,3
5604,IMP696187,0,0
5605,IMP572046,0,0
5606,IMP815197,0,3
5607,IMP443476,0,0
5608,IMP123430,0,0
5609,IMP847677,0,0
5610,IMPO18984,1,3
5611,IMPO15469,0,0
5612,IMPO14981,0,3
5613,IMPO16339,0,3
5614,IMPO19914,1,3
5615,IMPO19118,0,0
5616,IMPO12009,1,3
5617,IMPO18822,0,0
5618,IMPO15619,0,0
5619,IMPO14215,0,3
5620,IMPO12963,0,3
5621,IMPO18966,0,0
5622,IMPO16662,0,0
5623,IMPO12076,0,3
5624,IMPO18807,0,0
5625,IMPO11152,1,3
5626,IMPO19231,1,3
5627,IMPO11930,0,0
5628,IMPO17744,0,0
5629,IMPO12972,0,0
5630,IMPO14208,0,0
5631,IMPO16808,1,3
5632,IMPO10861,0,3
5633,IMPO15725,0,0
5634,IMPO18951,0,0
5635,IMP781458,0,3
5636,IMP222588,0,0
5637,IMP209323,0,3
5638,IMP902842,1,3
5639,IMP496904,0,3
5640,IMP823705,0,0
5641,IMP590204,0,0
5642,IMP797472,1,3
5643,IMP397711,0,0
5644,IMP207026,0,0
5645,IMP691863,0,3
5646,IMP503588,0,0
5647,IMP396802,0,3
5648,IMP302309,0,0
5649,IMP654545,0,3
5650,IMP177314,1,3
5651,IMP834388,0,3
5652,IMP949668,0,0
5653,IMP675535,0,0
5654,IMP848051,0,3
5655,IMP521388,0,0
5656,IMP176645,0,0
5657,IMP786078,0,3
5658,IMP559618,1,3
5659,IMP330116,0,0
5660,IMP475780,0,0
5661,IMP561324,0,0
5662,IMP543994,0,0
5663,IMPO16025,0,0
5664,IMPO13877,1,3
5665,IMPO19780,0,3
5666,IMPO12911,0,3
5667,IMPO19294,0,3
5668,IMPO15718,0,0
5669,IMPO11490,0,3
5670,IMPO19531,0,3
5671,IMPO16340,1,3
5672,IMPO10346,1,3
5673,IMPO13140,0,0
5674,IMPO16368,0,0
5675,IMPO13343,1,3
5676,IMP602000,1,3
5677,IMP839487,0,3
5678,IMP788731,0,0
5679,IMP799275,0,0
5680,IMP169643,0,0
5681,IMP576300,0,0
5682,IMP802069,0,3
5683,IMP176836,0,0
5684,IMP403673,0,0
5685,IMP220164,0,3
5686,IMP944281,0,3
5687,IMP798443,0,3
5688,IMP719151,0,0
5689,IMP131677,1,3
5690,IMP285092,0,3
5691,IMP289823,1,3
5692,IMP589584,0,0
5693,IMP642794,0,0
5694,IMP867523,0,0
5695,IMP395329,1,3
5696,IMP378288,0,3
5697,IMP982777,1,3
5698,IMP128252,0,3
5699,IMP797711,0,0
5700,IMPO12974,0,3
5701,IMPO16308,0,0
5702,IMPO15528,0,0
5703,IMPO18089,1,3
5704,IMPO11262,0,3
5705,IMPO12394,0,3
5706,IMPO18565,0,3
5707,IMPO19011,0,3
5708,IMPO16083,0,0
5709,IMPO10592,0,3
5710,IMPO17698,0,0
5711,IMPO11911,0,0
5712,IMPO17923,0,0
5713,IMPO11031,0,0
5714,IMPO14755,0,3
5715,IMPO11341,0,3
5716,IMPO16567,0,3
5717,IMPO14985,0,0
5718,IMPO10669,0,0
5719,IMPO13038,0,3
5720,IMPO16067,1,3
5721,IMP897989,0,3
5722,IMP797429,0,3
5723,IMP370357,0,3
5724,IMP852473,1,3
5725,IMP300259,0,0
5726,IMP134370,0,0
5727,IMP587286,0,3
5728,IMP896278,0,0
5729,IMP207762,0,3
5730,IMP567912,0,0
5731,IMP511802,0,3
5732,IMP919693,0,3
5733,IMP165987,0,0
5734,IMP145463,0,0
5735,IMP982795,1,3
5736,IMP709794,0,3
5737,IMP238371,0,0
5738,IMP879917,1,3
5739,IMP198332,0,0
5740,IMPO15216,0,3
5741,IMPO11554,0,0
5742,IMPO12752,0,0
5743,IMPO18292,0,0
5744,IMPO10959,1,3
5745,IMPO13425,0,0
5746,IMPO12901,0,3
5747,IMPO14679,0,3
5748,IMPO14024,0,3
5749,IMPO16829,1,3
5750,IMPO11270,0,0
5751,IMPO18519,0,3
5752,IMPO18921,0,3
5753,IMPO15418,0,3
5754,IMPO17379,0,0
5755,IMPO19768,1,3
5756,IMP240175,0,0
5757,IMP401755,0,0
5758,IMP683200,1,3
5759,IMP565286,0,0
5760,IMP895978,0,0
5761,IMP981428,1,3
5762,IMP569859,1,3
5763,IMP686839,0,0
5764,IMP407620,1,3
5765,IMP277748,0,0
5766,IMP880339,0,3
5767,IMP814861,1,3
5768,IMP313424,0,3
5769,IMP755382,1,3
5770,IMP720949,0,3
5771,IMP381753,0,0
5772,IMPO13780,0,0
5773,IMPO16638,0,0
5774,IMPO18515,0,3
5775,IMPO15219,0,0
5776,IMPO18081,1,3
5777,IMPO15296,1,3
5778,IMPO12982,2,3
5779,IMPO10535,0,3
5780,IMPO18100,0,3
5781,IMPO13683,1,3
5782,IMPO17738,0,0
5783,IMPO10529,0,2
5784,IMPO10685,1,3
5785,IMPO16855,1,3
5786,IMPO10413,0,0
5787,IMPO13260,1,3
5788,IMPO18090,1,3
5789,IMPO19082,0,3
5790,IMPO16310,0,0
5791,IMPO13904,0,3
5792,IMPO19222,0,0
5793,IMPO10328,0,3
5794,IMPO12571,1,3
5795,IMPO12314,0,3
5796,IMPO11786,0,3
5797,IMPO10743,0,0
5798,IMPO17650,0,3
5799,IMPO17806,1,3
5800,IMPO14088,0,3
5801,IMP376373,0,0
5802,IMP103000,0,0
5803,IMP565194,0,3
5804,IMP265535,0,0
5805,IMP290483,0,0
5806,IMP838384,0,0
5807,IMP192198,0,0
5808,IMP355928,0,3
5809,IMP605584,0,0
5810,IMP551845,0,3
5811,IMP849650,0,3
5812,IMP697520,0,3
5813,IMP871144,0,3
5814,IMP158441,0,3
5815,IMP234180,0,0
5816,IMP672239,0,3
5817,IMP622680,0,0
5818,IMPO12940,0,3
5819,IMPO13639,0,3
5820,IMPO16048,0,0
5821,IMPO18739,0,0
5822,IMPO16870,0,3
5823,IMPO14797,0,3
5824,IMPO16492,0,3
5825,IMPO15274,0,0
5826,IMPO11698,0,3
5827,IMPO18541,0,0
5828,IMPO12151,0,0
5829,IMPO12391,0,0
5830,IMPO14102,0,0
5831,IMPO15621,1,3
5832,IMPO15589,0,0
5833,IMP906421,0,0
5834,IMP907256,0,0
5835,IMP709389,0,3
5836,IMP508362,0,0
5837,IMP985450,0,0
5838,IMP498533,0,3
5839,IMP301514,0,0
5840,IMP545337,0,3
5841,IMP888279,0,3
5842,IMP779854,0,3
5843,IMP649898,0,0
5844,IMP854415,0,3
5845,IMP941202,0,0
5846,IMP504431,0,0
5847,IMP646083,0,3
5848,IMP932865,0,0
5849,IMP289503,0,0
5850,IMP421760,0,3
5851,IMP212428,0,0
5852,IMP339350,1,3
5853,IMP893667,0,3
5854,IMP398575,0,3
5855,IMP818676,0,3
5856,IMP143346,0,3
5857,IMP691788,0,0
5858,IMPO13614,0,0
5859,IMPO19856,0,0
5860,IMPO19926,1,3
5861,IMPO10089,0,0
5862,IMPO14376,1,3
5863,IMPO19025,0,0
5864,IMPO11539,0,3
5865,IMPO19712,0,3
5866,IMPO18067,2,3
5867,IMPO12400,0,0
5868,IMPO15447,0,3
5869,IMPO12170,1,3
5870,IMPO12638,0,0
5871,IMPO16144,0,3
5872,IMPO11229,1,3
5873,IMPO13321,1,3
5874,IMPO10569,0,0
5875,IMPO11046,0,0
5876,IMP978769,0,3
5877,IMP298247,0,0
5878,IMP672818,0,3
5879,IMP560546,0,3
5880,IMP584996,0,3
5881,IMP448747,0,0
5882,IMP724433,0,0
5883,IMP895060,0,3
5884,IMP734786,0,0
5885,IMP529416,0,0
5886,IMP962914,0,0
5887,IMP390184,0,0
5888,IMP196530,0,3
5889,IMP865586,0,0
5890,IMP519145,1,3
5891,IMP681050,0,0
5892,IMP955138,0,3
5893,IMP886049,1,3
5894,IMP104514,0,0
5895,IMP789692,0,0
5896,IMP425172,0,0
5897,IMP939168,0,0
5898,IMP354764,0,0
5899,IMP147099,0,3
5900,IMP262592,0,0
5901,IMP338887,0,0
5902,IMP235937,0,3
5903,IMP109772,0,0
5904,IMP870683,0,0
5905,IMP336532,0,0
5906,IMP899065,0,0
5907,IMP449793,0,0
5908,IMP591180,0,3
5909,IMPO10126,1,3
5910,IMPO12626,0,3
5911,IMPO11706,0,0
5912,IMPO19292,0,3
5913,IMPO10855,1,3
5914,IMPO16765,0,0
5915,IMPO19120,1,3
5916,IMPO14385,0,0
5917,IMPO19414,1,3
5918,IMPO13011,0,0
5919,IMPO16754,0,0
5920,IMPO19191,0,3
5921,IMPO12413,0,0
5922,IMPO17441,0,3
5923,IMPO17039,0,0
5924,IMPO10255,0,0
5925,IMPO19393,1,3
5926,IMPO14098,0,0
5927,IMPO17673,0,0
5928,IMPO18304,0,3
5929,IMP646887,1,3
5930,IMP532408,0,0
5931,IMP687886,0,0
5932,IMP237891,0,3
5933,IMP326480,0,0
5934,IMP279826,0,0
5935,IMP974604,1,3
5936,IMP514711,1,3
5937,IMP197558,0,0
5938,IMP341306,0,3
5939,IMP700836,0,3
5940,IMP836166,0,0
5941,IMP530891,0,3
5942,IMP482802,0,3
5943,IMP419985,0,3
5944,IMP459563,0,0
5945,IMP954450,0,0
5946,IMP689545,0,0
5947,IMPO18403,0,0
5948,IMPO17129,0,3
5949,IMPO13875,0,3
5950,IMPO13229,0,0
5951,IMPO17316,0,0
5952,IMPO19664,0,0
5953,IMPO12142,0,0
5954,IMPO11180,0,3
5955,IMPO14217,0,0
5956,IMPO16762,0,0
5957,IMPO14400,0,0
5958,IMPO14350,0,3
5959,IMP406800,0,3
5960,IMP505630,0,0
5961,IMP224103,0,0
5962,IMP132756,0,3
5963,IMP604387,1,3
5964,IMP452047,0,3
5965,IMP611940,0,0
5966,IMP871057,0,3
5967,IMP294021,0,3
5968,IMP200080,0,3
5969,IMP358253,0,0
5970,IMP879844,0,3
5971,IMP644361,0,0
5972,IMP364517,0,0
5973,IMP597168,0,0
5974,IMP564657,0,3
5975,IMP236258,0,0
5976,IMP626543,0,3
5977,IMP228847,1,3
5978,IMP130430,1,3
5979,IMP339232,0,0
5980,IMP512035,0,3
5981,IMP307885,1,3
5982,IMPO19724,0,0
5983,IMPO17407,0,0
5984,IMPO16877,0,0
5985,IMPO15066,0,0
5986,IMPO18999,0,0
5987,IMPO12525,0,0
5988,IMPO10121,0,0
5989,IMPO10801,0,3
5990,IMPO19466,0,0
5991,IMPO15417,0,3
5992,IMPO16861,1,3
5993,IMPO12587,0,3
5994,IMPO14605,0,0
5995,IMPO19477,1,3
5996,IMPO18312,0,3
5997,IMPO17659,0,3
5998,IMPO16423,0,0
5999,IMP206101,0,0
6000,IMP612010,0,0
6001,IMP423880,0,3
6002,IMP701523,0,3
6003,IMP414777,0,3
6004,IMP264580,0,0
6005,IMP864794,1,3
6006,IMP430971,0,3
6007,IMP402135,0,0
6008,IMP647849,1,3
6009,IMP300975,0,0
6010,IMP245087,0,0
6011,IMP233237,0,3
6012,IMP811480,0,0
6013,IMP560933,0,0
6014,IMP397504,0,0
6015,IMP309691,1,3
6016,IMP167128,0,0
6017,IMP643994,0,0
6018,IMP339506,0,0
6019,IMP937589,0,0
6020,IMP694468,0,3
6021,IMP586234,0,0
6022,IMP132684,0,0
6023,IMP408473,0,0
6024,IMP829674,0,0
6025,IMP609909,0,3
6026,IMP249131,0,0
6027,IMP556867,0,0
6028,IMP747987,0,3
6029,IMPO13555,0,0
6030,IMPO10837,0,3
6031,IMPO16015,0,3
6032,IMPO14667,0,3
6033,IMPO14544,1,3
6034,IMPO15894,0,0
6035,IMPO14823,0,3
6036,IMPO17979,0,3
6037,IMPO15137,1,3
6038,IMPO11147,0,0
6039,IMPO13922,0,3
6040,IMPO14512,0,0
6041,IMPO13531,0,3
6042,IMPO19419,1,3
6043,IMPO18903,0,3
6044,IMPO14620,0,0
6045,IMPO10213,0,3
6046,IMPO14954,0,0
6047,IMPO14304,0,0
6048,IMPO18104,0,3
6049,IMPO19287,1,3
6050,IMPO13774,1,3
6051,IMPO11053,1,3
6052,IMPO12177,0,3
6053,IMP581926,0,3
6054,IMP114754,0,0
6055,IMP437648,0,0
6056,IMP193077,0,3
6057,IMP617658,0,0
6058,IMP608562,0,0
6059,IMP288676,0,0
6060,IMP995997,0,3
6061,IMP475296,0,3
6062,IMP260149,0,3
6063,IMP444340,0,3
6064,IMP766162,0,0
6065,IMP132889,0,0
6066,IMP420693,0,3
6067,IMP269723,0,0
6068,IMP996140,1,3
6069,IMP669243,0,3
6070,IMP843578,0,0
6071,IMP221573,0,3
6072,IMP317287,0,0
6073,IMP828026,0,0
6074,IMP955177,0,0
6075,IMP881128,0,0
6076,IMP346150,0,3
6077,IMP188166,0,3
6078,IMP214101,0,3
6079,IMPO15615,0,3
6080,IMPO12609,0,0
6081,IMPO17934,0,3
6082,IMPO17910,0,0
6083,IMPO15115,0,0
6084,IMPO15468,0,3
6085,IMPO12034,1,3
6086,IMPO13636,0,0
6087,IMPO17387,0,0
6088,IMPO10491,1,3
6089,IMPO11101,0,3
6090,IMPO16947,0,0
6091,IMPO13825,0,0
6092,IMPO13881,0,0
6093,IMPO16151,0,3
6094,IMPO15058,1,3
6095,IMPO15908,1,3
6096,IMPO18985,0,3
6097,IMPO16022,0,0
6098,IMPO17012,0,3
6099,IMPO15300,0,3
6100,IMPO17569,0,0
6101,IMPO17973,0,3
6102,IMPO10306,0,0
6103,IMPO13099,0,3
6104,IMPO10618,0,3
6105,IMPO13944,0,3
6106,IMPO11566,0,0
6107,IMPO12049,0,0
6108,IMP368789,0,0
6109,IMP256992,0,3
6110,IMP236505,0,0
6111,IMP108058,0,3
6112,IMP291788,0,0
6113,IMP918505,0,3
6114,IMP576951,0,0
6115,IMP529340,0,3
6116,IMP306939,2,3
6117,IMPO14341,0,0
6118,IMPO12308,0,0
6119,IMPO10124,0,3
6120,IMPO10784,1,3
6121,IMPO18883,0,0
6122,IMPO16450,0,3
6123,IMPO13033,0,3
6124,IMPO14180,0,0
6125,IMPO17345,0,0
6126,IMPO18636,0,0
6127,IMPO18894,1,3
6128,IMPO10896,0,3
6129,IMPO11618,0,0
6130,IMPO12192,0,0
6131,IMPO10386,0,3
6132,IMPO18375,0,3
6133,IMPO14324,0,3
6134,IMP167828,0,3
6135,IMP602820,0,0
6136,IMP813307,0,3
6137,IMP985590,0,3
6138,IMP896747,0,0
6139,IMP789397,0,3
6140,IMP539731,0,0
6141,IMP191885,0,3
6142,IMP637070,0,0
6143,IMP218760,0,0
6144,IMP258510,0,3
6145,IMP775799,0,0
6146,IMP837732,0,3
6147,IMP824528,0,0
6148,IMP676668,0,3
6149,IMP849246,0,3
6150,IMP285607,0,3
6151,IMP683878,0,0
6152,IMP652340,0,0
6153,IMP496114,0,0
6154,IMP752346,0,3
6155,IMP138505,0,0
6156,IMP972882,0,3
6157,IMPO16262,0,0
6158,IMPO18893,0,3
6159,IMPO18082,1,3
6160,IMPO14480,0,0
6161,IMPO16189,0,0
6162,IMPO10889,0,3
6163,IMPO10864,1,3
6164,IMPO12849,1,3
6165,IMPO14848,1,3
6166,IMPO18043,0,0
6167,IMPO16974,0,3
6168,IMPO16055,0,0
6169,IMPO11093,0,3
6170,IMPO18349,0,0
6171,IMPO17867,1,3
6172,IMPO10368,0,0
6173,IMPO13527,0,3
6174,IMPO13460,0,3
6175,IMPO12506,0,0
6176,IMP713689,0,3
6177,IMP267318,0,3
6178,IMP771054,0,0
6179,IMP200734,0,3
