,IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qsum,IMPORTER.TIN&&ORIGIN.CODE_illicit_Qrate
8399,IMPO19516&&CNTRY680,0,1
8400,IMPO19132&&CNTRY123,0,0
8401,IMPO13286&&CNTRY863,0,0
8402,IMPO13975&&CNTRY884,0,0
8403,IMPO18747&&CNTRY884,0,0
8404,IMPO17073&&CNTRY881,0,0
8405,IMPO11691&&CNTRY825,0,0
8406,IMPO14044&&CNTRY123,0,1
8407,IMPO11353&&CNTRY976,0,0
8408,IMPO13618&&CNTRY881,0,0
8409,IMPO11444&&CNTRY680,0,0
8410,IMPO17368&&CNTRY277,0,1
8411,IMPO10550&&CNTRY976,0,0
8412,IMPO17354&&CNTRY994,0,0
8413,IMPO11517&&CNTRY485,0,0
8414,IMPO14790&&CNTRY976,0,1
8415,IMPO16860&&CNTRY994,0,1
8416,IMPO11261&&CNTRY994,0,0
8417,IMPO16405&&CNTRY558,0,0
8418,IMPO13685&&CNTRY846,0,0
8419,IMPO11464&&CNTRY376,0,0
8420,IMPO10856&&CNTRY994,0,0
8421,IMPO18205&&CNTRY994,0,0
8422,IMPO12489&&CNTRY765,0,0
8423,IMPO19390&&CNTRY680,0,1
8424,IMPO14698&&CNTRY407,0,0
8425,IMPO18767&&CNTRY456,0,0
8426,IMPO10667&&CNTRY454,0,0
8427,IMPO16537&&CNTRY975,0,0
8428,IMPO10156&&CNTRY680,0,1
8429,IMPO13181&&CNTRY234,0,0
8430,IMPO11712&&CNTRY323,0,0
8431,IMPO12478&&CNTRY959,0,1
8432,IMPO13718&&CNTRY846,0,0
8433,IMPO15100&&CNTRY994,0,0
8434,IMPO10700&&CNTRY881,0,0
8435,IMPO12258&&CNTRY994,0,0
8436,IMPO13589&&CNTRY994,0,0
8437,IMPO11695&&CNTRY652,0,0
8438,IMPO12030&&CNTRY716,0,1
8439,IMPO11779&&CNTRY884,0,0
8440,IMPO11934&&CNTRY846,0,0
8441,IMPO10401&&CNTRY376,0,0
8442,IMPO12772&&CNTRY846,0,0
8443,IMPO19086&&CNTRY680,0,0
8444,IMPO14996&&CNTRY994,0,1
8445,IMPO12939&&CNTRY994,0,0
8446,IMP243951&&CNTRY881,0,0
8447,IMP462897&&CNTRY277,0,0
8448,IMP183301&&CNTRY919,0,0
8449,IMP525727&&CNTRY389,0,0
8450,IMP191492&&CNTRY884,0,0
8451,IMP896033&&CNTRY994,0,0
8452,IMP413416&&CNTRY376,0,0
8453,IMP468811&&CNTRY317,0,0
8454,IMP933743&&CNTRY756,0,0
8455,IMP599690&&CNTRY759,0,0
8456,IMP836862&&CNTRY454,0,0
8457,IMP809174&&CNTRY920,0,0
8458,IMP178369&&CNTRY351,0,0
8459,IMP195967&&CNTRY659,0,0
8460,IMP138552&&CNTRY825,0,0
8461,IMP162884&&CNTRY984,0,0
8462,IMP184760&&CNTRY884,0,0
8463,IMP243951&&CNTRY491,0,0
8464,IMP894296&&CNTRY277,0,0
8465,IMP292772&&CNTRY407,0,0
8466,IMP517258&&CNTRY846,0,0
8467,IMP818754&&CNTRY680,0,0
8468,IMP720986&&CNTRY429,0,0
8469,IMP583214&&CNTRY376,0,0
8470,IMP588607&&CNTRY215,0,1
8471,IMP638144&&CNTRY747,0,0
8472,IMP881714&&CNTRY644,0,1
8473,IMP310321&&CNTRY562,0,0
8474,IMP901960&&CNTRY264,0,0
8475,IMP671861&&CNTRY378,0,1
8476,IMP358915&&CNTRY277,0,0
8477,IMP786224&&CNTRY984,0,0
8478,IMP450715&&CNTRY276,0,0
8479,IMP152015&&CNTRY562,0,0
8480,IMP118321&&CNTRY819,0,0
8481,IMP608874&&CNTRY759,0,0
8482,IMP410998&&CNTRY759,0,0
8483,IMP904748&&CNTRY389,0,0
8484,IMP597055&&CNTRY562,0,1
8485,IMP454547&&CNTRY825,0,0
8486,IMPO19684&&CNTRY825,0,1
8487,IMPO12978&&CNTRY277,0,0
8488,IMPO14338&&CNTRY764,0,0
8489,IMPO19747&&CNTRY881,0,1
8490,IMPO12721&&CNTRY627,0,1
8491,IMPO10804&&CNTRY747,0,0
8492,IMPO10102&&CNTRY415,0,0
8493,IMPO19363&&CNTRY680,1,1
8494,IMPO13855&&CNTRY263,0,0
8495,IMPO19649&&CNTRY654,0,0
8496,IMPO10589&&CNTRY674,0,0
8497,IMPO15783&&CNTRY316,0,0
8498,IMPO19384&&CNTRY748,0,0
8499,IMPO19899&&CNTRY785,0,0
8500,IMPO19364&&CNTRY652,0,0
8501,IMPO14707&&CNTRY994,0,0
8502,IMPO16455&&CNTRY429,0,0
8503,IMPO17967&&CNTRY334,0,0
8504,IMPO11284&&CNTRY364,0,0
8505,IMPO17566&&CNTRY123,0,0
8506,IMPO17492&&CNTRY284,0,0
8507,IMPO10321&&CNTRY644,0,0
8508,IMPO12535&&CNTRY825,0,0
8509,IMPO18806&&CNTRY680,0,0
8510,IMPO10511&&CNTRY376,0,0
8511,IMPO11976&&CNTRY113,0,0
8512,IMPO11299&&CNTRY615,0,0
8513,IMPO18932&&CNTRY716,0,0
8514,IMPO10650&&CNTRY153,0,0
8515,IMPO10582&&CNTRY485,0,0
8516,IMPO12124&&CNTRY713,0,0
8517,IMPO18194&&CNTRY713,0,1
8518,IMPO13561&&CNTRY994,0,0
8519,IMPO15880&&CNTRY139,0,0
8520,IMPO18529&&CNTRY994,0,0
8521,IMPO11855&&CNTRY709,0,1
8522,IMPO15168&&CNTRY379,0,1
8523,IMPO19132&&CNTRY652,0,1
8524,IMPO12319&&CNTRY554,0,0
8525,IMPO10085&&CNTRY825,0,0
8526,IMPO11294&&CNTRY618,0,0
8527,IMPO13789&&CNTRY234,0,1
8528,IMPO14815&&CNTRY846,0,0
8529,IMPO10514&&CNTRY976,0,0
8530,IMPO13214&&CNTRY615,0,0
8531,IMPO15535&&CNTRY625,0,0
8532,IMPO16296&&CNTRY994,0,0
8533,IMPO17178&&CNTRY264,0,0
8534,IMPO16524&&CNTRY825,0,0
8535,IMPO14551&&CNTRY415,0,0
8536,IMPO18364&&CNTRY959,0,0
8537,IMPO18697&&CNTRY884,0,1
8538,IMPO19189&&CNTRY123,0,1
8539,IMPO17718&&CNTRY716,0,0
8540,IMPO18475&&CNTRY687,0,1
8541,IMPO11188&&CNTRY656,0,1
8542,IMPO13247&&CNTRY652,0,0
8543,IMPO17913&&CNTRY323,0,0
8544,IMPO18164&&CNTRY284,0,1
8545,IMPO15756&&CNTRY846,0,0
8546,IMPO14670&&CNTRY846,0,0
8547,IMPO19003&&CNTRY364,0,1
8548,IMPO17778&&CNTRY825,0,0
8549,IMPO13894&&CNTRY748,0,1
8550,IMPO14414&&CNTRY995,0,0
8551,IMPO18809&&CNTRY555,0,0
8552,IMPO17091&&CNTRY994,0,1
8553,IMPO12376&&CNTRY825,0,1
8554,IMPO14259&&CNTRY409,0,0
8555,IMPO15689&&CNTRY825,0,0
8556,IMPO18588&&CNTRY615,0,0
8557,IMPO10676&&CNTRY454,0,0
8558,IMPO13495&&CNTRY335,0,0
8559,IMPO13850&&CNTRY884,0,0
8560,IMPO13347&&CNTRY976,0,0
8561,IMPO17986&&CNTRY334,0,1
8562,IMPO19930&&CNTRY652,0,0
8563,IMPO11284&&CNTRY323,0,0
8564,IMP235251&&CNTRY994,0,1
8565,IMP380484&&CNTRY680,0,0
8566,IMP791348&&CNTRY317,0,1
8567,IMP236573&&CNTRY825,0,0
8568,IMP474316&&CNTRY376,0,0
8569,IMP826164&&CNTRY881,0,1
8570,IMP916902&&CNTRY846,0,0
8571,IMP755913&&CNTRY376,0,0
8572,IMP294853&&CNTRY454,0,0
8573,IMP683347&&CNTRY759,0,0
8574,IMP187870&&CNTRY615,0,0
8575,IMP765281&&CNTRY234,0,0
8576,IMP143460&&CNTRY491,0,0
8577,IMP235398&&CNTRY656,0,0
8578,IMP280692&&CNTRY323,0,0
8579,IMP663885&&CNTRY884,0,0
8580,IMP552733&&CNTRY825,0,0
8581,IMP139464&&CNTRY328,0,0
8582,IMP552733&&CNTRY376,0,1
8583,IMP304745&&CNTRY376,0,0
8584,IMP327939&&CNTRY846,0,0
8585,IMP223882&&CNTRY656,0,0
8586,IMP165224&&CNTRY884,0,0
8587,IMP896694&&CNTRY376,0,1
8588,IMP960205&&CNTRY652,0,0
8589,IMP240313&&CNTRY656,1,1
8590,IMP199945&&CNTRY276,0,0
8591,IMP403695&&CNTRY759,0,1
8592,IMP842503&&CNTRY343,0,1
8593,IMP635985&&CNTRY680,0,0
8594,IMP435108&&CNTRY376,0,0
8595,IMP419010&&CNTRY454,0,0
8596,IMP605493&&CNTRY215,0,0
8597,IMP902079&&CNTRY680,0,0
8598,IMP286665&&CNTRY576,0,0
8599,IMP427687&&CNTRY615,0,0
8600,IMP839600&&CNTRY379,0,0
8601,IMP441025&&CNTRY454,0,1
8602,IMP538442&&CNTRY125,0,0
8603,IMP241553&&CNTRY680,0,0
8604,IMP708485&&CNTRY846,0,0
8605,IMP252249&&CNTRY139,0,0
8606,IMP866339&&CNTRY680,0,0
8607,IMP787442&&CNTRY615,0,0
8608,IMP833078&&CNTRY615,0,0
8609,IMP763548&&CNTRY830,0,0
8610,IMP179534&&CNTRY652,0,0
8611,IMP978293&&CNTRY125,0,1
8612,IMP638175&&CNTRY884,0,0
8613,IMP258218&&CNTRY234,0,0
8614,IMP129307&&CNTRY846,0,0
8615,IMP502214&&CNTRY759,0,0
8616,IMP562113&&CNTRY376,0,0
8617,IMP114177&&CNTRY759,0,0
8618,IMP749048&&CNTRY454,0,0
8619,IMP829675&&CNTRY759,0,0
8620,IMP288464&&CNTRY277,0,0
8621,IMP430499&&CNTRY364,0,0
8622,IMP181309&&CNTRY680,0,0
8623,IMP156950&&CNTRY454,0,0
8624,IMP155958&&CNTRY153,0,1
8625,IMP924304&&CNTRY846,0,0
8626,IMP100326&&CNTRY436,0,0
8627,IMP202515&&CNTRY393,0,0
8628,IMP781895&&CNTRY376,0,0
8629,IMP493823&&CNTRY748,0,1
8630,IMP477925&&CNTRY576,0,0
8631,IMP273525&&CNTRY576,0,1
8632,IMP941868&&CNTRY376,0,0
8633,IMP657032&&CNTRY491,0,1
8634,IMP942284&&CNTRY680,0,0
8635,IMP451441&&CNTRY615,0,1
8636,IMPO15279&&CNTRY376,0,0
8637,IMPO15198&&CNTRY976,0,0
8638,IMPO15719&&CNTRY429,0,0
8639,IMPO15360&&CNTRY166,0,0
8640,IMPO19554&&CNTRY994,0,0
8641,IMPO15849&&CNTRY654,0,0
8642,IMPO14867&&CNTRY980,0,0
8643,IMPO16429&&CNTRY123,0,1
8644,IMPO12346&&CNTRY125,0,0
8645,IMPO16094&&CNTRY652,0,1
8646,IMPO12802&&CNTRY123,0,0
8647,IMPO10763&&CNTRY393,0,0
8648,IMPO11998&&CNTRY376,0,0
8649,IMPO15313&&CNTRY994,0,0
8650,IMPO16462&&CNTRY393,0,1
8651,IMPO19898&&CNTRY321,0,0
8652,IMPO18647&&CNTRY123,0,0
8653,IMPO16873&&CNTRY364,0,0
8654,IMPO19747&&CNTRY976,0,0
8655,IMPO11016&&CNTRY652,0,0
8656,IMPO18189&&CNTRY846,0,0
8657,IMPO17112&&CNTRY680,0,0
8658,IMPO13355&&CNTRY930,0,1
8659,IMPO11145&&CNTRY687,0,1
8660,IMPO19273&&CNTRY825,0,0
8661,IMPO12372&&CNTRY485,0,0
8662,IMPO16918&&CNTRY756,0,0
8663,IMPO15878&&CNTRY825,0,0
8664,IMPO18432&&CNTRY389,0,0
8665,IMPO19363&&CNTRY976,0,1
8666,IMPO11810&&CNTRY454,0,0
8667,IMPO17140&&CNTRY747,0,1
8668,IMPO17356&&CNTRY846,0,0
8669,IMPO19469&&CNTRY615,0,0
8670,IMPO18960&&CNTRY454,0,1
8671,IMPO10539&&CNTRY837,0,0
8672,IMPO15492&&CNTRY390,0,1
8673,IMPO12809&&CNTRY994,0,0
8674,IMPO19148&&CNTRY376,0,0
8675,IMPO14200&&CNTRY184,0,0
8676,IMPO14395&&CNTRY652,0,0
8677,IMPO17796&&CNTRY825,0,0
8678,IMPO18348&&CNTRY825,0,0
8679,IMPO10070&&CNTRY680,0,0
8680,IMPO17396&&CNTRY994,0,0
8681,IMPO19253&&CNTRY846,0,0
8682,IMPO12343&&CNTRY322,0,0
8683,IMPO18849&&CNTRY576,0,1
8684,IMPO18295&&CNTRY415,0,0
8685,IMPO18674&&CNTRY994,0,1
8686,IMPO18597&&CNTRY846,0,0
8687,IMPO18898&&CNTRY825,0,0
8688,IMPO12357&&CNTRY652,0,0
8689,IMPO11691&&CNTRY454,0,0
8690,IMPO10344&&CNTRY680,0,1
8691,IMPO14402&&CNTRY334,0,0
8692,IMPO12785&&CNTRY123,0,0
8693,IMPO10672&&CNTRY252,0,0
8694,IMPO11629&&CNTRY376,0,0
8695,IMPO14713&&CNTRY920,0,0
8696,IMPO15880&&CNTRY994,0,0
8697,IMPO19809&&CNTRY215,0,1
8698,IMPO16315&&CNTRY445,0,0
8699,IMPO15592&&CNTRY819,0,0
8700,IMPO17329&&CNTRY252,0,1
8701,IMPO11464&&CNTRY994,0,0
8702,IMP200610&&CNTRY277,0,0
8703,IMP647160&&CNTRY376,0,0
8704,IMP440317&&CNTRY759,0,0
8705,IMP327159&&CNTRY713,0,0
8706,IMP370421&&CNTRY576,0,0
8707,IMP872553&&CNTRY322,0,1
8708,IMP322276&&CNTRY139,0,0
8709,IMP185728&&CNTRY759,0,0
8710,IMP165827&&CNTRY615,0,1
8711,IMP939190&&CNTRY656,0,1
8712,IMP848917&&CNTRY656,0,0
8713,IMP810862&&CNTRY321,0,0
8714,IMP259604&&CNTRY389,0,0
8715,IMP563766&&CNTRY376,0,0
8716,IMP236573&&CNTRY759,0,0
8717,IMP715356&&CNTRY656,0,0
8718,IMP479537&&CNTRY376,0,0
8719,IMP813765&&CNTRY770,0,0
8720,IMP994823&&CNTRY770,0,0
8721,IMP280897&&CNTRY759,0,0
8722,IMP750663&&CNTRY771,0,0
8723,IMP766914&&CNTRY994,0,0
8724,IMP238427&&CNTRY562,0,0
8725,IMP175445&&CNTRY994,0,0
8726,IMP602858&&CNTRY436,0,0
8727,IMP317314&&CNTRY615,0,0
8728,IMP544706&&CNTRY379,0,0
8729,IMP485242&&CNTRY277,0,0
8730,IMP995522&&CNTRY846,0,0
8731,IMP150787&&CNTRY351,0,0
8732,IMP694837&&CNTRY454,0,1
8733,IMP177495&&CNTRY317,0,0
8734,IMP508780&&CNTRY976,0,0
8735,IMP159606&&CNTRY376,0,1
8736,IMP774354&&CNTRY153,0,1
8737,IMP530873&&CNTRY555,0,1
8738,IMP597213&&CNTRY454,0,0
8739,IMP776291&&CNTRY528,0,1
8740,IMP928968&&CNTRY680,0,0
8741,IMP546339&&CNTRY454,0,0
8742,IMP235251&&CNTRY454,0,0
8743,IMP358941&&CNTRY527,0,0
8744,IMP482584&&CNTRY262,0,0
8745,IMP673608&&CNTRY994,0,0
8746,IMP182858&&CNTRY480,0,0
8747,IMP323737&&CNTRY317,0,0
8748,IMP451441&&CNTRY113,0,1
8749,IMP863876&&CNTRY138,0,0
8750,IMP152810&&CNTRY562,0,0
8751,IMP370421&&CNTRY713,0,0
8752,IMP329883&&CNTRY656,0,0
8753,IMP654182&&CNTRY407,0,0
8754,IMPO13548&&CNTRY652,0,0
8755,IMPO11353&&CNTRY846,0,0
8756,IMPO13124&&CNTRY153,0,0
8757,IMPO16184&&CNTRY846,0,0
8758,IMPO15283&&CNTRY976,0,1
8759,IMPO13618&&CNTRY680,0,0
8760,IMPO12993&&CNTRY680,0,0
8761,IMPO11469&&CNTRY652,0,0
8762,IMPO14922&&CNTRY615,0,0
8763,IMPO14506&&CNTRY123,0,0
8764,IMPO15064&&CNTRY653,0,0
8765,IMPO15283&&CNTRY438,0,0
8766,IMPO19363&&CNTRY555,0,0
8767,IMPO10143&&CNTRY652,0,0
8768,IMPO14053&&CNTRY625,0,1
8769,IMPO19613&&CNTRY615,0,0
8770,IMPO10676&&CNTRY976,0,0
8771,IMPO16914&&CNTRY376,1,1
8772,IMPO11062&&CNTRY975,0,0
8773,IMPO15661&&CNTRY846,0,0
8774,IMPO19832&&CNTRY652,0,0
8775,IMPO10768&&CNTRY652,0,0
8776,IMPO12066&&CNTRY454,0,0
8777,IMPO19361&&CNTRY680,0,0
8778,IMPO14904&&CNTRY881,0,1
8779,IMPO18468&&CNTRY680,0,0
8780,IMPO11192&&CNTRY376,0,0
8781,IMPO19948&&CNTRY376,0,0
8782,IMPO14617&&CNTRY558,0,0
8783,IMPO14441&&CNTRY874,0,1
8784,IMPO12953&&CNTRY994,0,0
8785,IMPO16722&&CNTRY687,0,0
8786,IMPO18050&&CNTRY123,0,0
8787,IMPO14129&&CNTRY680,0,0
8788,IMPO18843&&CNTRY123,0,0
8789,IMPO18906&&CNTRY576,0,0
8790,IMPO11284&&CNTRY759,0,0
8791,IMPO18087&&CNTRY376,0,0
8792,IMPO18509&&CNTRY376,0,0
8793,IMPO19894&&CNTRY825,0,1
8794,IMPO13018&&CNTRY825,0,0
8795,IMPO15896&&CNTRY915,0,0
8796,IMPO17929&&CNTRY123,0,0
8797,IMPO17959&&CNTRY976,0,0
8798,IMPO11958&&CNTRY680,0,0
8799,IMPO11284&&CNTRY454,0,1
8800,IMPO12839&&CNTRY674,0,1
8801,IMPO12357&&CNTRY445,0,0
8802,IMPO13519&&CNTRY920,0,0
8803,IMPO17388&&CNTRY825,0,0
8804,IMPO13851&&CNTRY825,0,0
8805,IMPO11836&&CNTRY335,0,1
8806,IMPO19400&&CNTRY994,0,1
8807,IMPO13561&&CNTRY654,0,1
8808,IMPO14138&&CNTRY709,0,0
8809,IMPO14630&&CNTRY454,0,0
8810,IMPO12986&&CNTRY994,0,0
8811,IMPO10418&&CNTRY994,0,0
8812,IMPO15253&&CNTRY485,0,0
8813,IMPO13408&&CNTRY123,0,0
8814,IMPO11469&&CNTRY113,0,0
8815,IMPO13495&&CNTRY759,0,0
8816,IMPO12319&&CNTRY680,0,0
8817,IMPO14627&&CNTRY680,0,0
8818,IMPO15698&&CNTRY321,0,0
8819,IMPO12519&&CNTRY825,0,0
8820,IMPO10882&&CNTRY454,0,0
8821,IMPO14414&&CNTRY680,0,0
8822,IMP644250&&CNTRY264,0,0
8823,IMP939638&&CNTRY680,0,1
8824,IMP715356&&CNTRY527,0,0
8825,IMP609024&&CNTRY881,0,1
8826,IMP902059&&CNTRY874,0,1
8827,IMP179534&&CNTRY576,0,0
8828,IMP555103&&CNTRY576,0,0
8829,IMP955412&&CNTRY133,0,0
8830,IMP419507&&CNTRY528,0,0
8831,IMP594435&&CNTRY825,0,0
8832,IMP439370&&CNTRY615,0,0
8833,IMP901579&&CNTRY454,0,0
8834,IMP518750&&CNTRY680,0,0
8835,IMP697425&&CNTRY576,0,0
8836,IMP509322&&CNTRY311,0,0
8837,IMP322276&&CNTRY376,0,0
8838,IMP397810&&CNTRY654,0,1
8839,IMP222208&&CNTRY140,0,0
8840,IMP439866&&CNTRY881,0,0
8841,IMP461608&&CNTRY284,0,0
8842,IMP394006&&CNTRY615,0,0
8843,IMP951496&&CNTRY825,0,0
8844,IMP956649&&CNTRY759,0,0
8845,IMP439370&&CNTRY376,0,0
8846,IMP606300&&CNTRY713,0,0
8847,IMP238427&&CNTRY920,0,0
8848,IMP252249&&CNTRY454,0,0
8849,IMP129307&&CNTRY562,0,0
8850,IMP904748&&CNTRY576,0,1
8851,IMP283433&&CNTRY188,0,0
8852,IMP660236&&CNTRY653,0,0
8853,IMP742495&&CNTRY759,0,0
8854,IMP765281&&CNTRY713,0,0
8855,IMP244801&&CNTRY654,0,0
8856,IMP158220&&CNTRY140,0,0
8857,IMP946995&&CNTRY138,0,0
8858,IMP227958&&CNTRY825,0,0
8859,IMP847759&&CNTRY680,0,0
8860,IMP777088&&CNTRY680,0,0
8861,IMP311144&&CNTRY323,0,0
8862,IMP389335&&CNTRY576,0,0
8863,IMP830522&&CNTRY701,0,0
8864,IMP454926&&CNTRY759,0,0
8865,IMP386064&&CNTRY759,0,0
8866,IMP159786&&CNTRY988,0,0
8867,IMP513720&&CNTRY825,0,1
8868,IMP693021&&CNTRY376,0,0
8869,IMP690700&&CNTRY376,0,1
8870,IMP171643&&CNTRY376,0,0
8871,IMP595796&&CNTRY376,0,0
8872,IMP668188&&CNTRY884,0,0
8873,IMP855449&&CNTRY473,0,0
8874,IMP785793&&CNTRY454,0,0
8875,IMP832758&&CNTRY713,0,0
8876,IMP872565&&CNTRY576,0,0
8877,IMP716581&&CNTRY713,0,0
8878,IMP527182&&CNTRY376,0,0
8879,IMP442440&&CNTRY759,0,1
8880,IMP394006&&CNTRY454,0,0
8881,IMP190500&&CNTRY376,0,0
8882,IMP627064&&CNTRY562,0,0
8883,IMP985598&&CNTRY527,0,0
8884,IMP792271&&CNTRY277,0,0
8885,IMP260504&&CNTRY316,0,0
8886,IMP316397&&CNTRY454,0,0
8887,IMP332095&&CNTRY873,0,0
8888,IMP733694&&CNTRY576,0,0
8889,IMP480452&&CNTRY713,0,0
8890,IMP223091&&CNTRY701,0,1
8891,IMP894296&&CNTRY846,0,0
8892,IMP845852&&CNTRY759,0,0
8893,IMP838896&&CNTRY959,0,0
8894,IMP837081&&CNTRY364,0,0
8895,IMP471198&&CNTRY680,0,0
8896,IMP560322&&CNTRY113,0,0
8897,IMPO12155&&CNTRY652,0,0
8898,IMPO16523&&CNTRY652,0,0
8899,IMPO17820&&CNTRY680,0,0
8900,IMPO17075&&CNTRY123,0,0
8901,IMPO16484&&CNTRY846,0,0
8902,IMPO19013&&CNTRY976,0,0
8903,IMPO16546&&CNTRY236,0,0
8904,IMPO12270&&CNTRY654,0,0
8905,IMPO16548&&CNTRY615,0,1
8906,IMPO19080&&CNTRY618,0,0
8907,IMPO16903&&CNTRY716,0,0
8908,IMPO15321&&CNTRY976,0,0
8909,IMPO17339&&CNTRY415,0,0
8910,IMPO15919&&CNTRY994,0,1
8911,IMPO16351&&CNTRY680,0,0
8912,IMPO12637&&CNTRY456,0,0
8913,IMPO18400&&CNTRY351,0,1
8914,IMPO17087&&CNTRY994,0,0
8915,IMPO18445&&CNTRY846,0,0
8916,IMPO10412&&CNTRY680,0,0
8917,IMPO13328&&CNTRY123,0,0
8918,IMPO17631&&CNTRY825,0,0
8919,IMPO12616&&CNTRY680,0,1
8920,IMPO15543&&CNTRY321,0,0
8921,IMPO10210&&CNTRY123,0,1
8922,IMPO17225&&CNTRY656,0,0
8923,IMPO17423&&CNTRY562,0,0
8924,IMPO17088&&CNTRY825,0,0
8925,IMPO16364&&CNTRY653,0,0
8926,IMPO11073&&CNTRY376,0,0
8927,IMPO11200&&CNTRY236,0,0
8928,IMPO17390&&CNTRY376,0,0
8929,IMPO15681&&CNTRY994,0,0
8930,IMPO16346&&CNTRY846,0,1
8931,IMPO11353&&CNTRY335,0,1
8932,IMPO14962&&CNTRY393,0,0
8933,IMPO13852&&CNTRY846,0,0
8934,IMPO10583&&CNTRY615,0,0
8935,IMPO13303&&CNTRY454,0,1
8936,IMPO14931&&CNTRY123,0,0
8937,IMPO12916&&CNTRY994,0,0
8938,IMPO17174&&CNTRY881,0,0
8939,IMPO16756&&CNTRY825,0,1
8940,IMPO10681&&CNTRY652,0,0
8941,IMPO10877&&CNTRY765,0,0
8942,IMPO15072&&CNTRY334,0,0
8943,IMPO14603&&CNTRY716,0,0
8944,IMPO18032&&CNTRY558,0,0
8945,IMPO16351&&CNTRY976,0,0
8946,IMPO11107&&CNTRY615,0,0
8947,IMPO17211&&CNTRY454,0,0
8948,IMPO13879&&CNTRY994,0,0
8949,IMPO14664&&CNTRY680,0,0
8950,IMPO14092&&CNTRY454,0,0
8951,IMPO13850&&CNTRY680,0,0
8952,IMPO12066&&CNTRY846,0,0
8953,IMPO18212&&CNTRY680,0,1
8954,IMPO12287&&CNTRY528,0,1
8955,IMPO16287&&CNTRY123,0,0
8956,IMPO17285&&CNTRY376,0,0
8957,IMPO18749&&CNTRY454,0,1
8958,IMPO11183&&CNTRY846,0,0
8959,IMPO11284&&CNTRY830,0,0
8960,IMPO18936&&CNTRY994,0,1
8961,IMPO18854&&CNTRY644,0,1
8962,IMPO10061&&CNTRY438,0,0
8963,IMPO11469&&CNTRY874,0,0
8964,IMPO11016&&CNTRY125,0,0
8965,IMPO19014&&CNTRY994,0,0
8966,IMPO19447&&CNTRY480,0,1
8967,IMPO10133&&CNTRY771,0,0
8968,IMPO11642&&CNTRY123,0,0
8969,IMPO19486&&CNTRY376,0,0
8970,IMPO16347&&CNTRY376,0,0
8971,IMPO17732&&CNTRY652,0,0
8972,IMPO13756&&CNTRY825,0,0
8973,IMPO18529&&CNTRY680,0,0
8974,IMP589573&&CNTRY881,0,0
8975,IMP965920&&CNTRY615,0,1
8976,IMP672359&&CNTRY759,0,0
8977,IMP878128&&CNTRY252,0,0
8978,IMP303225&&CNTRY881,0,0
8979,IMP635444&&CNTRY680,0,0
8980,IMP179534&&CNTRY959,0,0
8981,IMP664748&&CNTRY562,0,0
8982,IMP286739&&CNTRY884,0,0
8983,IMP787426&&CNTRY920,0,0
8984,IMP746057&&CNTRY454,0,0
8985,IMP697854&&CNTRY138,0,0
8986,IMP258099&&CNTRY975,0,0
8987,IMP267369&&CNTRY884,0,0
8988,IMP407292&&CNTRY680,0,0
8989,IMP159098&&CNTRY759,0,1
8990,IMP685554&&CNTRY277,0,1
8991,IMP196874&&CNTRY759,0,0
8992,IMP674511&&CNTRY615,0,0
8993,IMP855192&&CNTRY171,0,0
8994,IMP322192&&CNTRY113,0,0
8995,IMP158220&&CNTRY562,0,0
8996,IMP939657&&CNTRY393,0,1
8997,IMP786126&&CNTRY615,0,0
8998,IMP355426&&CNTRY527,0,0
8999,IMP540303&&CNTRY576,0,0
9000,IMP993091&&CNTRY277,0,0
9001,IMP276221&&CNTRY555,0,0
9002,IMP712264&&CNTRY546,0,0
9003,IMP520631&&CNTRY615,0,0
9004,IMP347300&&CNTRY316,0,0
9005,IMP435753&&CNTRY859,0,0
9006,IMP322908&&CNTRY759,0,0
9007,IMP505062&&CNTRY576,0,0
9008,IMP187870&&CNTRY262,0,0
9009,IMP831109&&CNTRY615,0,1
9010,IMP988441&&CNTRY976,0,1
9011,IMP451907&&CNTRY448,0,1
9012,IMP328939&&CNTRY759,0,1
9013,IMP712264&&CNTRY454,0,0
9014,IMP585281&&CNTRY376,0,0
9015,IMP447222&&CNTRY527,0,0
9016,IMP369394&&CNTRY659,0,0
9017,IMP743974&&CNTRY555,0,0
9018,IMP910380&&CNTRY825,0,0
9019,IMP870242&&CNTRY615,0,0
9020,IMP979830&&CNTRY277,0,0
9021,IMP328565&&CNTRY168,0,0
9022,IMP606401&&CNTRY615,0,0
9023,IMP917536&&CNTRY825,0,0
9024,IMP638175&&CNTRY491,0,0
9025,IMP352883&&CNTRY962,0,0
9026,IMP855449&&CNTRY615,1,1
9027,IMP414024&&CNTRY656,0,0
9028,IMP500690&&CNTRY376,0,0
9029,IMP343075&&CNTRY277,0,1
9030,IMP129307&&CNTRY234,0,0
9031,IMP953287&&CNTRY713,0,0
9032,IMP763548&&CNTRY915,0,0
9033,IMP839484&&CNTRY376,0,0
9034,IMP181309&&CNTRY546,0,1
9035,IMP525727&&CNTRY188,0,1
9036,IMP920447&&CNTRY168,0,0
9037,IMP122694&&CNTRY713,0,0
9038,IMP557701&&CNTRY277,0,0
9039,IMP248416&&CNTRY884,0,0
9040,IMP439866&&CNTRY562,0,0
9041,IMP259171&&CNTRY680,0,0
9042,IMP138552&&CNTRY652,0,1
9043,IMP517008&&CNTRY562,0,0
9044,IMPO17299&&CNTRY994,0,0
