,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
8860,OFFICE298&&IMPO18509,0,0
8861,OFFICE185&&IMPO19894,0,1
8862,OFFICE296&&IMPO13018,0,0
8863,OFFICE187&&IMPO15896,0,0
8864,OFFICE186&&IMPO17929,0,0
8865,OFFICE109&&IMPO17959,0,0
8866,OFFICE168&&IMPO11958,0,1
8867,OFFICE299&&IMPO12839,0,1
8868,OFFICE204&&IMPO12357,0,0
8869,OFFICE136&&IMPO17483,0,0
8870,OFFICE134&&IMPO13519,0,0
8871,OFFICE187&&IMPO17388,0,0
8872,OFFICE296&&IMPO13851,0,0
8873,OFFICE297&&IMPO11836,0,1
8874,OFFICE141&&IMPO19400,0,1
8875,OFFICE127&&IMPO13561,0,0
8876,OFFICE187&&IMPO14138,0,0
8877,OFFICE299&&IMPO14630,0,0
8878,OFFICE134&&IMPO12986,0,0
8879,OFFICE162&&IMPO19894,0,0
8880,OFFICE237&&IMPO10418,0,0
8881,OFFICE134&&IMPO18655,0,0
8882,OFFICE296&&IMPO17483,0,0
8883,OFFICE127&&IMPO13408,0,0
8884,OFFICE204&&IMPO11958,0,0
8885,OFFICE109&&IMPO12319,0,0
8886,OFFICE127&&IMPO13851,0,0
8887,OFFICE113&&IMPO15698,0,0
8888,OFFICE204&&IMPO10882,0,0
8889,OFFICE109&&IMPO12183,0,0
8890,OFFICE136&&IMPO18915,0,0
8891,OFFICE18&&IMP644250,0,0
8892,OFFICE76&&IMP609024,0,1
8893,OFFICE40&&IMP902059,0,1
8894,OFFICE23&&IMP764499,0,1
8895,OFFICE40&&IMP380484,0,0
8896,OFFICE40&&IMP955412,0,0
8897,OFFICE60&&IMP216660,0,0
8898,OFFICE35&&IMP594435,0,0
8899,OFFICE92&&IMP908451,0,0
8900,OFFICE92&&IMP518750,0,0
8901,OFFICE51&&IMP479537,0,0
8902,OFFICE96&&IMP509322,0,0
8903,OFFICE60&&IMP933982,0,1
8904,OFFICE51&&IMP397810,0,1
8905,OFFICE92&&IMP222208,0,0
8906,OFFICE92&&IMP448737,0,0
8907,OFFICE18&&IMP280692,0,0
8908,OFFICE35&&IMP956649,0,0
8909,OFFICE35&&IMP283433,0,0
8910,OFFICE76&&IMP660236,0,0
8911,OFFICE51&&IMP742495,0,0
8912,OFFICE23&&IMP142940,0,1
8913,OFFICE41&&IMP244801,0,0
8914,OFFICE92&&IMP227958,0,0
8915,OFFICE23&&IMP142564,0,0
8916,OFFICE51&&IMP847759,0,0
8917,OFFICE51&&IMP311144,0,0
8918,OFFICE59&&IMP389335,0,0
8919,OFFICE76&&IMP286665,0,0
8920,OFFICE40&&IMP830522,0,0
8921,OFFICE92&&IMP454926,0,0
8922,OFFICE59&&IMP386064,0,0
8923,OFFICE76&&IMP159786,0,0
8924,OFFICE59&&IMP513720,0,1
8925,OFFICE92&&IMP203905,0,0
8926,OFFICE92&&IMP565314,0,0
8927,OFFICE16&&IMP864971,0,0
8928,OFFICE51&&IMP785793,0,0
8929,OFFICE84&&IMP832758,0,0
8930,OFFICE45&&IMP872565,0,0
8931,OFFICE60&&IMP716581,0,0
8932,OFFICE76&&IMP381347,0,1
8933,OFFICE59&&IMP527182,0,0
8934,OFFICE51&&IMP442440,1,1
8935,OFFICE92&&IMP190500,0,0
8936,OFFICE51&&IMP627064,0,0
8937,OFFICE76&&IMP985598,0,0
8938,OFFICE81&&IMP260504,0,0
8939,OFFICE51&&IMP316397,0,0
8940,OFFICE24&&IMP332095,0,0
8941,OFFICE40&&IMP792271,0,0
8942,OFFICE51&&IMP223091,0,1
8943,OFFICE40&&IMP845852,0,0
8944,OFFICE76&&IMP777088,0,0
8945,OFFICE92&&IMP838896,0,0
8946,OFFICE92&&IMP729355,0,0
8947,OFFICE81&&IMP837081,0,0
8948,OFFICE76&&IMP471198,0,0
8949,OFFICE100&&IMPO12155,0,0
8950,OFFICE134&&IMPO17075,0,0
8951,OFFICE109&&IMPO16484,0,0
8952,OFFICE185&&IMPO15533,0,0
8953,OFFICE185&&IMPO14035,0,0
8954,OFFICE214&&IMPO16546,0,0
8955,OFFICE168&&IMPO12270,0,0
8956,OFFICE296&&IMPO16548,0,1
8957,OFFICE279&&IMPO17282,0,0
8958,OFFICE222&&IMPO16903,0,0
8959,OFFICE141&&IMPO19420,0,0
8960,OFFICE127&&IMPO15593,0,0
8961,OFFICE168&&IMPO17339,0,0
8962,OFFICE197&&IMPO15919,0,1
8963,OFFICE186&&IMPO12637,0,0
8964,OFFICE298&&IMPO17087,0,0
8965,OFFICE296&&IMPO18445,0,0
8966,OFFICE237&&IMPO10412,0,0
8967,OFFICE186&&IMPO13328,0,0
8968,OFFICE127&&IMPO17631,0,0
8969,OFFICE100&&IMPO15543,0,0
8970,OFFICE100&&IMPO12207,0,0
8971,OFFICE204&&IMPO17225,0,0
8972,OFFICE204&&IMPO10723,0,0
8973,OFFICE296&&IMPO14455,0,0
8974,OFFICE296&&IMPO17423,0,0
8975,OFFICE111&&IMPO16364,0,0
8976,OFFICE109&&IMPO11073,0,0
8977,OFFICE185&&IMPO18778,0,0
8978,OFFICE168&&IMPO17390,0,0
8979,OFFICE168&&IMPO15681,0,1
8980,OFFICE296&&IMPO16346,0,1
8981,OFFICE134&&IMPO16658,0,0
8982,OFFICE299&&IMPO14962,0,0
8983,OFFICE211&&IMPO13852,0,0
8984,OFFICE185&&IMPO14670,0,0
8985,OFFICE237&&IMPO10583,0,0
8986,OFFICE196&&IMPO13303,0,1
8987,OFFICE180&&IMPO14931,0,0
8988,OFFICE237&&IMPO12916,0,0
8989,OFFICE187&&IMPO17174,0,0
8990,OFFICE197&&IMPO10723,0,0
8991,OFFICE186&&IMPO16756,0,1
8992,OFFICE186&&IMPO10681,0,0
8993,OFFICE296&&IMPO10877,0,0
8994,OFFICE140&&IMPO15072,0,0
8995,OFFICE185&&IMPO15279,0,0
8996,OFFICE168&&IMPO16822,0,1
8997,OFFICE168&&IMPO14603,0,0
8998,OFFICE222&&IMPO18032,0,0
8999,OFFICE187&&IMPO11107,0,0
9000,OFFICE136&&IMPO15661,0,0
9001,OFFICE168&&IMPO17211,0,0
9002,OFFICE132&&IMPO13879,0,0
9003,OFFICE141&&IMPO14664,0,0
9004,OFFICE178&&IMPO17538,0,0
9005,OFFICE186&&IMPO14092,0,0
9006,OFFICE197&&IMPO13850,0,0
9007,OFFICE237&&IMPO12287,0,1
9008,OFFICE298&&IMPO16287,0,0
9009,OFFICE113&&IMPO17285,0,0
9010,OFFICE204&&IMPO18749,0,0
9011,OFFICE123&&IMPO11183,0,0
9012,OFFICE298&&IMPO18915,0,0
9013,OFFICE168&&IMPO18936,0,0
9014,OFFICE152&&IMPO10210,0,0
9015,OFFICE178&&IMPO19898,0,0
9016,OFFICE197&&IMPO18854,0,1
9017,OFFICE214&&IMPO10061,0,0
9018,OFFICE204&&IMPO14713,0,0
9019,OFFICE187&&IMPO19014,0,0
9020,OFFICE185&&IMPO19447,0,1
9021,OFFICE168&&IMPO10133,0,0
9022,OFFICE237&&IMPO11642,0,0
9023,OFFICE162&&IMPO19486,0,0
9024,OFFICE237&&IMPO16347,0,1
9025,OFFICE298&&IMPO15880,0,0
9026,OFFICE243&&IMPO17732,0,0
9027,OFFICE141&&IMPO17115,0,0
9028,OFFICE214&&IMPO13756,0,0
9029,OFFICE178&&IMPO11444,0,0
9030,OFFICE298&&IMPO14141,0,1
9031,OFFICE222&&IMPO18529,0,0
9032,OFFICE298&&IMPO19747,0,0
9033,OFFICE45&&IMP412513,0,0
9034,OFFICE88&&IMP965920,0,1
9035,OFFICE51&&IMP683831,0,0
9036,OFFICE40&&IMP672359,0,0
9037,OFFICE92&&IMP878128,0,0
9038,OFFICE94&&IMP303225,0,0
9039,OFFICE24&&IMP635444,0,0
9040,OFFICE51&&IMP664748,0,0
9041,OFFICE18&&IMP787426,0,0
9042,OFFICE60&&IMP746057,0,0
9043,OFFICE60&&IMP697854,0,0
9044,OFFICE35&&IMP258099,0,0
9045,OFFICE60&&IMP156950,0,0
9046,OFFICE76&&IMP591216,1,1
9047,OFFICE60&&IMP407292,0,0
9048,OFFICE59&&IMP159098,0,1
9049,OFFICE59&&IMP685554,0,1
9050,OFFICE59&&IMP196874,0,0
9051,OFFICE23&&IMP674511,0,0
9052,OFFICE35&&IMP855192,0,0
9053,OFFICE78&&IMP322192,0,0
9054,OFFICE92&&IMP939657,0,1
9055,OFFICE60&&IMP355426,0,1
9056,OFFICE92&&IMP394006,0,0
9057,OFFICE24&&IMP276221,0,0
9058,OFFICE81&&IMP520631,0,0
9059,OFFICE23&&IMP347300,0,0
9060,OFFICE88&&IMP435753,0,0
9061,OFFICE35&&IMP638175,0,0
9062,OFFICE51&&IMP187870,0,0
9063,OFFICE45&&IMP187612,0,0
9064,OFFICE41&&IMP988441,0,1
9065,OFFICE92&&IMP280692,0,0
9066,OFFICE34&&IMP451907,0,1
9067,OFFICE59&&IMP328939,0,0
9068,OFFICE23&&IMP369394,0,0
9069,OFFICE24&&IMP743974,0,0
9070,OFFICE51&&IMP910380,0,0
9071,OFFICE51&&IMP979830,0,0
9072,OFFICE88&&IMP826164,0,1
9073,OFFICE87&&IMP328565,0,0
9074,OFFICE40&&IMP606401,0,0
9075,OFFICE35&&IMP326043,0,0
9076,OFFICE59&&IMP917536,0,0
9077,OFFICE51&&IMP500690,0,1
9078,OFFICE23&&IMP953287,0,0
9079,OFFICE92&&IMP633501,0,0
9080,OFFICE40&&IMP370421,0,0
9081,OFFICE59&&IMP839484,0,0
9082,OFFICE41&&IMP525727,0,1
9083,OFFICE92&&IMP920447,0,0
9084,OFFICE59&&IMP557701,0,0
9085,OFFICE35&&IMP248416,0,0
9086,OFFICE59&&IMP798907,0,0
9087,OFFICE51&&IMP259171,0,0
9088,OFFICE18&&IMP517008,0,0
9089,OFFICE299&&IMPO17299,0,0
9090,OFFICE109&&IMPO18767,0,0
9091,OFFICE162&&IMPO16622,0,0
9092,OFFICE298&&IMPO10441,0,0
9093,OFFICE109&&IMPO13888,0,0
9094,OFFICE197&&IMPO17128,0,0
9095,OFFICE204&&IMPO18960,0,0
9096,OFFICE197&&IMPO19747,0,0
9097,OFFICE174&&IMPO13783,0,0
9098,OFFICE214&&IMPO12722,0,0
9099,OFFICE214&&IMPO15485,0,0
9100,OFFICE186&&IMPO11649,0,0
9101,OFFICE187&&IMPO10281,0,0
9102,OFFICE222&&IMPO19273,0,1
9103,OFFICE100&&IMPO10371,0,0
9104,OFFICE287&&IMPO12124,0,1
9105,OFFICE214&&IMPO17679,0,1
9106,OFFICE197&&IMPO11779,0,0
9107,OFFICE298&&IMPO10723,0,0
9108,OFFICE141&&IMPO13502,0,0
9109,OFFICE140&&IMPO15253,0,0
9110,OFFICE162&&IMPO15520,0,0
9111,OFFICE234&&IMPO17977,0,1
9112,OFFICE222&&IMPO16149,0,0
9113,OFFICE123&&IMPO13181,0,0
9114,OFFICE288&&IMPO17844,0,1
9115,OFFICE185&&IMPO18364,0,0
9116,OFFICE168&&IMPO17521,0,0
9117,OFFICE187&&IMPO12760,0,0
9118,OFFICE185&&IMPO19469,0,0
9119,OFFICE122&&IMPO17169,0,1
9120,OFFICE187&&IMPO18200,0,0
9121,OFFICE185&&IMPO17156,0,0
9122,OFFICE168&&IMPO14880,0,0
9123,OFFICE134&&IMPO12985,0,0
9124,OFFICE204&&IMPO17491,0,0
9125,OFFICE127&&IMPO19910,0,0
9126,OFFICE174&&IMPO13870,0,1
9127,OFFICE109&&IMPO19774,0,0
9128,OFFICE105&&IMPO13610,0,0
9129,OFFICE109&&IMPO15988,0,1
9130,OFFICE186&&IMPO10281,0,0
9131,OFFICE109&&IMPO15765,0,0
9132,OFFICE204&&IMPO10700,0,0
9133,OFFICE109&&IMPO16598,0,0
9134,OFFICE296&&IMPO12116,0,0
9135,OFFICE298&&IMPO15661,0,1
9136,OFFICE204&&IMPO15707,0,0
9137,OFFICE298&&IMPO11058,1,1
9138,OFFICE162&&IMPO12986,0,0
9139,OFFICE296&&IMPO18845,0,0
9140,OFFICE252&&IMPO15492,0,1
9141,OFFICE134&&IMPO10845,0,0
9142,OFFICE167&&IMPO12064,0,0
9143,OFFICE186&&IMPO15338,0,0
9144,OFFICE187&&IMPO16853,0,0
9145,OFFICE162&&IMPO19578,0,1
9146,OFFICE204&&IMPO17439,0,0
9147,OFFICE204&&IMPO14307,0,0
9148,OFFICE252&&IMPO18670,0,1
9149,OFFICE185&&IMPO18960,0,1
9150,OFFICE127&&IMPO14067,0,0
9151,OFFICE214&&IMPO10477,0,0
9152,OFFICE298&&IMPO12494,0,0
9153,OFFICE178&&IMPO19788,0,1
9154,OFFICE214&&IMPO11956,0,0
9155,OFFICE186&&IMPO14414,0,0
9156,OFFICE134&&IMPO13793,0,0
9157,OFFICE162&&IMPO18915,0,0
9158,OFFICE214&&IMPO15955,0,0
9159,OFFICE168&&IMPO17871,0,0
9160,OFFICE134&&IMPO18915,0,0
9161,OFFICE186&&IMPO13975,0,0
9162,OFFICE204&&IMPO15276,0,0
9163,OFFICE185&&IMPO16637,0,1
9164,OFFICE279&&IMPO10686,0,0
9165,OFFICE197&&IMPO18194,0,0
9166,OFFICE76&&IMP510533,0,0
9167,OFFICE84&&IMP283160,0,0
9168,OFFICE59&&IMP879586,0,1
9169,OFFICE60&&IMP313774,0,0
9170,OFFICE51&&IMP970373,0,0
9171,OFFICE40&&IMP404141,0,0
9172,OFFICE76&&IMP454547,0,0
9173,OFFICE81&&IMP218606,0,0
9174,OFFICE96&&IMP802164,0,0
9175,OFFICE84&&IMP486698,0,0
9176,OFFICE59&&IMP822131,0,0
9177,OFFICE92&&IMP161139,0,0
9178,OFFICE51&&IMP434386,0,0
9179,OFFICE59&&IMP278037,0,0
9180,OFFICE51&&IMP255034,0,0
9181,OFFICE18&&IMP171179,0,0
9182,OFFICE51&&IMP934200,0,1
9183,OFFICE24&&IMP365629,0,1
9184,OFFICE78&&IMP733694,0,1
9185,OFFICE51&&IMP369085,0,0
9186,OFFICE16&&IMP857804,0,0
9187,OFFICE59&&IMP629110,0,0
9188,OFFICE60&&IMP281874,0,1
9189,OFFICE35&&IMP177414,0,0
9190,OFFICE60&&IMP941868,0,0
9191,OFFICE59&&IMP919606,0,0
9192,OFFICE51&&IMP395717,0,1
9193,OFFICE24&&IMP695734,0,0
9194,OFFICE92&&IMP606920,0,0
9195,OFFICE59&&IMP473021,0,0
9196,OFFICE60&&IMP176892,0,1
9197,OFFICE24&&IMP150751,0,0
9198,OFFICE88&&IMP795429,0,0
9199,OFFICE59&&IMP481677,0,0
9200,OFFICE40&&IMP433685,0,1
9201,OFFICE96&&IMP749048,0,1
9202,OFFICE60&&IMP772279,0,0
9203,OFFICE51&&IMP428055,0,0
9204,OFFICE186&&IMPO11203,0,1
9205,OFFICE204&&IMPO15533,0,0
9206,OFFICE162&&IMPO12020,0,0
9207,OFFICE186&&IMPO10302,0,0
9208,OFFICE233&&IMPO15416,0,0
9209,OFFICE141&&IMPO16149,0,0
9210,OFFICE187&&IMPO15456,0,0
9211,OFFICE186&&IMPO16658,0,0
9212,OFFICE186&&IMPO19601,0,0
9213,OFFICE105&&IMPO15988,0,0
9214,OFFICE141&&IMPO10069,0,0
9215,OFFICE234&&IMPO16277,0,0
9216,OFFICE178&&IMPO17305,0,0
9217,OFFICE197&&IMPO17995,0,0
9218,OFFICE127&&IMPO19220,0,0
9219,OFFICE214&&IMPO13867,0,0
9220,OFFICE127&&IMPO16523,0,0
9221,OFFICE204&&IMPO15165,0,1
9222,OFFICE168&&IMPO17486,0,1
9223,OFFICE162&&IMPO12023,0,0
9224,OFFICE237&&IMPO16120,0,0
9225,OFFICE204&&IMPO15391,0,0
9226,OFFICE237&&IMPO13045,0,1
9227,OFFICE117&&IMPO15714,0,0
9228,OFFICE204&&IMPO12754,0,0
9229,OFFICE174&&IMPO17356,0,0
9230,OFFICE168&&IMPO15667,0,0
9231,OFFICE233&&IMPO17320,0,1
9232,OFFICE287&&IMPO15135,0,0
9233,OFFICE296&&IMPO13224,0,0
9234,OFFICE105&&IMPO13624,0,1
9235,OFFICE185&&IMPO19981,0,0
9236,OFFICE134&&IMPO18767,0,0
9237,OFFICE141&&IMPO13058,0,0
9238,OFFICE127&&IMPO14670,0,1
9239,OFFICE180&&IMPO14420,0,0
9240,OFFICE187&&IMPO17587,0,0
9241,OFFICE105&&IMPO15526,0,0
9242,OFFICE187&&IMPO17065,0,0
9243,OFFICE185&&IMPO11958,1,1
9244,OFFICE134&&IMPO11200,0,0
9245,OFFICE204&&IMPO15209,0,0
9246,OFFICE187&&IMPO18764,0,0
9247,OFFICE127&&IMPO10745,0,0
9248,OFFICE220&&IMPO10371,0,0
9249,OFFICE243&&IMPO11182,0,1
9250,OFFICE100&&IMPO11193,0,0
9251,OFFICE186&&IMPO19080,0,0
9252,OFFICE100&&IMPO10042,0,0
9253,OFFICE109&&IMPO11973,0,0
9254,OFFICE100&&IMPO18333,0,0
9255,OFFICE109&&IMPO18199,0,0
9256,OFFICE298&&IMPO19246,0,1
9257,OFFICE127&&IMPO16111,0,0
9258,OFFICE186&&IMPO11779,0,0
9259,OFFICE134&&IMPO12485,0,0
9260,OFFICE214&&IMPO15489,0,0
9261,OFFICE168&&IMPO10818,0,1
9262,OFFICE162&&IMPO10526,0,0
9263,OFFICE109&&IMPO17566,0,0
9264,OFFICE180&&IMPO16119,0,1
9265,OFFICE167&&IMPO19253,0,0
9266,OFFICE204&&IMPO12643,0,0
9267,OFFICE298&&IMPO18404,0,1
9268,OFFICE168&&IMPO11729,0,0
9269,OFFICE100&&IMPO18157,0,0
9270,OFFICE113&&IMPO17497,0,0
9271,OFFICE168&&IMPO10371,0,0
9272,OFFICE109&&IMPO19328,0,0
9273,OFFICE204&&IMPO18764,0,1
9274,OFFICE178&&IMPO10521,0,0
9275,OFFICE127&&IMPO17929,0,0
9276,OFFICE214&&IMPO14792,0,1
9277,OFFICE100&&IMPO16784,0,0
9278,OFFICE296&&IMPO19284,0,0
9279,OFFICE127&&IMPO17156,0,0
9280,OFFICE59&&IMP453557,0,0
9281,OFFICE59&&IMP598547,0,0
9282,OFFICE52&&IMP337218,0,0
9283,OFFICE60&&IMP655373,0,0
9284,OFFICE60&&IMP252249,0,0
9285,OFFICE60&&IMP802780,0,0
9286,OFFICE60&&IMP378851,0,0
9287,OFFICE45&&IMP643203,0,0
9288,OFFICE59&&IMP915926,0,0
9289,OFFICE60&&IMP907238,0,1
9290,OFFICE45&&IMP717735,1,1
9291,OFFICE24&&IMP475813,0,0
9292,OFFICE60&&IMP734391,0,0
9293,OFFICE35&&IMP286739,0,0
9294,OFFICE60&&IMP686056,0,0
9295,OFFICE60&&IMP212181,0,0
9296,OFFICE87&&IMP326043,0,0
9297,OFFICE87&&IMP695432,0,0
9298,OFFICE23&&IMP665282,0,0
9299,OFFICE40&&IMP271556,0,0
9300,OFFICE94&&IMP294853,0,0
9301,OFFICE51&&IMP704085,0,0
9302,OFFICE76&&IMP962601,0,0
9303,OFFICE51&&IMP856695,0,1
9304,OFFICE34&&IMP506039,0,0
9305,OFFICE76&&IMP764530,0,0
9306,OFFICE60&&IMP150295,0,0
9307,OFFICE81&&IMP247982,0,0
9308,OFFICE60&&IMP212959,0,1
9309,OFFICE92&&IMP300514,0,0
9310,OFFICE51&&IMP367641,0,0
9311,OFFICE52&&IMP188186,0,0
9312,OFFICE40&&IMP352125,0,0
9313,OFFICE59&&IMP104936,0,0
9314,OFFICE60&&IMP643863,0,0
9315,OFFICE40&&IMP915808,0,0
9316,OFFICE35&&IMP370800,0,0
9317,OFFICE59&&IMP378029,0,1
9318,OFFICE59&&IMP727635,0,0
9319,OFFICE51&&IMP572201,0,0
9320,OFFICE40&&IMP648063,0,0
9321,OFFICE96&&IMP844837,0,0
9322,OFFICE81&&IMP423878,0,1
9323,OFFICE51&&IMP188008,0,0
9324,OFFICE40&&IMP326043,0,0
9325,OFFICE35&&IMP222208,0,1
9326,OFFICE81&&IMP206242,0,0
9327,OFFICE59&&IMP290907,0,0
9328,OFFICE51&&IMP642741,0,0
9329,OFFICE51&&IMP492130,0,0
9330,OFFICE51&&IMP786111,0,0
9331,OFFICE59&&IMP509845,0,1
9332,OFFICE51&&IMP332095,0,0
9333,OFFICE96&&IMP623702,0,0
9334,OFFICE76&&IMP715376,0,0
9335,OFFICE92&&IMP194094,0,0
9336,OFFICE76&&IMP177873,0,0
9337,OFFICE45&&IMP439866,0,0
9338,OFFICE59&&IMP517902,0,0
9339,OFFICE51&&IMP216153,0,1
9340,OFFICE60&&IMP468809,0,1
9341,OFFICE59&&IMP838573,0,0
9342,OFFICE76&&IMP983495,0,1
9343,OFFICE40&&IMP776979,0,0
9344,OFFICE40&&IMP117673,0,1
9345,OFFICE45&&IMP294853,0,0
9346,OFFICE51&&IMP297619,0,0
9347,OFFICE59&&IMP251073,0,0
9348,OFFICE40&&IMP254390,0,0
9349,OFFICE40&&IMP880869,0,0
9350,OFFICE76&&IMP103505,0,1
9351,OFFICE40&&IMP870176,0,0
9352,OFFICE51&&IMP256392,0,1
9353,OFFICE51&&IMP102903,0,0
9354,OFFICE51&&IMP558241,0,1
9355,OFFICE45&&IMP863463,0,0
9356,OFFICE92&&IMP773454,0,0
9357,OFFICE51&&IMP125665,0,1
9358,OFFICE51&&IMP299003,0,0
9359,OFFICE60&&IMP443931,0,0
9360,OFFICE81&&IMP792791,0,1
9361,OFFICE96&&IMP738364,0,0
9362,OFFICE132&&IMPO12102,0,1
9363,OFFICE187&&IMPO17930,0,1
9364,OFFICE197&&IMPO15626,0,0
9365,OFFICE237&&IMPO16180,0,0
9366,OFFICE185&&IMPO19604,0,0
9367,OFFICE127&&IMPO10228,0,0
9368,OFFICE187&&IMPO15056,0,0
9369,OFFICE168&&IMPO10377,0,1
9370,OFFICE187&&IMPO19643,0,0
9371,OFFICE214&&IMPO17088,0,0
9372,OFFICE222&&IMPO17089,0,0
9373,OFFICE109&&IMPO15432,0,1
9374,OFFICE180&&IMPO18279,0,0
9375,OFFICE298&&IMPO18730,0,0
9376,OFFICE214&&IMPO12604,0,0
9377,OFFICE134&&IMPO12535,0,0
9378,OFFICE223&&IMPO19351,0,1
9379,OFFICE289&&IMPO13754,0,0
9380,OFFICE204&&IMPO12660,0,0
9381,OFFICE296&&IMPO16162,0,0
9382,OFFICE117&&IMPO15319,0,0
9383,OFFICE298&&IMPO11372,0,0
9384,OFFICE100&&IMPO16524,0,0
9385,OFFICE289&&IMPO14169,0,1
9386,OFFICE252&&IMPO16037,0,1
9387,OFFICE168&&IMPO15083,0,0
9388,OFFICE279&&IMPO10005,0,0
9389,OFFICE298&&IMPO19792,0,0
9390,OFFICE204&&IMPO10344,0,0
9391,OFFICE210&&IMPO13097,0,0
9392,OFFICE162&&IMPO14647,0,0
9393,OFFICE117&&IMPO19336,0,1
9394,OFFICE100&&IMPO19755,0,0
9395,OFFICE287&&IMPO15391,0,0
9396,OFFICE174&&IMPO18767,0,0
9397,OFFICE134&&IMPO18510,0,0
9398,OFFICE134&&IMPO10571,0,0
9399,OFFICE233&&IMPO10371,0,0
9400,OFFICE296&&IMPO15681,0,0
9401,OFFICE122&&IMPO16049,0,0
9402,OFFICE152&&IMPO17766,0,0
9403,OFFICE298&&IMPO15445,0,0
9404,OFFICE296&&IMPO18208,0,0
9405,OFFICE279&&IMPO12207,0,0
9406,OFFICE168&&IMPO11354,0,0
9407,OFFICE214&&IMPO19132,0,0
9408,OFFICE141&&IMPO13747,0,1
9409,OFFICE298&&IMPO18761,0,0
9410,OFFICE140&&IMPO18806,0,0
9411,OFFICE141&&IMPO18569,0,1
9412,OFFICE185&&IMPO17228,0,0
9413,OFFICE298&&IMPO18955,0,0
9414,OFFICE127&&IMPO19339,0,0
9415,OFFICE168&&IMPO18097,0,0
9416,OFFICE100&&IMPO11509,0,0
9417,OFFICE237&&IMPO18359,0,0
9418,OFFICE292&&IMPO17152,0,0
9419,OFFICE214&&IMPO16703,0,0
9420,OFFICE298&&IMPO18551,0,0
9421,OFFICE187&&IMPO19250,0,0
9422,OFFICE101&&IMPO15726,0,0
9423,OFFICE180&&IMPO15783,0,0
9424,OFFICE197&&IMPO19080,0,0
9425,OFFICE100&&IMPO10462,0,0
9426,OFFICE187&&IMPO10900,0,0
9427,OFFICE214&&IMPO11509,0,0
9428,OFFICE186&&IMPO12636,0,0
9429,OFFICE186&&IMPO18758,0,0
9430,OFFICE296&&IMPO16873,0,0
9431,OFFICE211&&IMPO18413,0,1
9432,OFFICE100&&IMPO15878,0,0
9433,OFFICE162&&IMPO17023,0,1
9434,OFFICE279&&IMPO10228,0,0
9435,OFFICE105&&IMPO18238,0,0
9436,OFFICE23&&IMP300156,0,1
9437,OFFICE59&&IMP965209,0,1
9438,OFFICE60&&IMP456694,0,0
9439,OFFICE51&&IMP984296,0,0
9440,OFFICE81&&IMP733694,0,0
9441,OFFICE51&&IMP553254,0,0
9442,OFFICE94&&IMP226034,0,0
9443,OFFICE92&&IMP393792,0,0
9444,OFFICE24&&IMP727234,0,0
9445,OFFICE51&&IMP435412,0,0
9446,OFFICE45&&IMP559861,0,0
9447,OFFICE60&&IMP471198,0,0
9448,OFFICE59&&IMP522575,0,0
9449,OFFICE24&&IMP805968,0,0
9450,OFFICE51&&IMP826316,0,0
9451,OFFICE92&&IMP917536,0,1
9452,OFFICE18&&IMP202750,0,0
9453,OFFICE40&&IMP181390,0,0
9454,OFFICE40&&IMP902662,0,0
9455,OFFICE24&&IMP231262,0,0
9456,OFFICE96&&IMP823310,0,0
9457,OFFICE59&&IMP994729,0,1
9458,OFFICE40&&IMP469070,0,1
9459,OFFICE40&&IMP622213,0,0
9460,OFFICE81&&IMP647181,0,0
9461,OFFICE92&&IMP372242,0,0
9462,OFFICE81&&IMP694837,0,0
9463,OFFICE60&&IMP586582,1,1
9464,OFFICE76&&IMP622213,0,1
9465,OFFICE35&&IMP297730,0,0
9466,OFFICE45&&IMP177596,0,1
9467,OFFICE51&&IMP352558,0,0
9468,OFFICE23&&IMP860577,0,0
9469,OFFICE40&&IMP665756,0,0
9470,OFFICE87&&IMP796217,0,0
9471,OFFICE88&&IMP990725,0,0
9472,OFFICE66&&IMP701256,0,0
9473,OFFICE23&&IMP378028,0,1
9474,OFFICE35&&IMP532352,0,1
9475,OFFICE81&&IMP524791,0,1
9476,OFFICE51&&IMP390231,0,1
9477,OFFICE45&&IMP581647,0,1
9478,OFFICE23&&IMP502946,0,0
9479,OFFICE59&&IMP648577,0,0
9480,OFFICE92&&IMP933982,0,0
9481,OFFICE60&&IMP963208,0,1
9482,OFFICE60&&IMP597894,0,0
9483,OFFICE59&&IMP986246,0,0
9484,OFFICE24&&IMP243487,0,0
9485,OFFICE76&&IMP534181,0,0
9486,OFFICE94&&IMP445444,0,0
9487,OFFICE23&&IMP279721,0,1
9488,OFFICE35&&IMP668188,0,1
9489,OFFICE162&&IMPO19168,0,0
9490,OFFICE298&&IMPO18405,0,0
9491,OFFICE134&&IMPO18593,0,1
9492,OFFICE185&&IMPO13147,0,0
9493,OFFICE113&&IMPO18703,0,0
9494,OFFICE186&&IMPO13931,0,0
9495,OFFICE162&&IMPO13575,0,0
9496,OFFICE168&&IMPO15758,0,1
9497,OFFICE168&&IMPO13473,1,1
9498,OFFICE185&&IMPO11444,0,0
9499,OFFICE134&&IMPO16184,0,0
9500,OFFICE204&&IMPO19684,0,1
9501,OFFICE134&&IMPO11509,0,0
9502,OFFICE180&&IMPO19818,0,0
9503,OFFICE243&&IMPO18960,0,0
9504,OFFICE186&&IMPO10128,0,1
9505,OFFICE109&&IMPO11025,0,0
