,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
6719,OFFICE34&&8431200000,0,2
6720,OFFICE40&&8702901294,0,2
6721,OFFICE51&&6110190000,0,0
6722,OFFICE59&&4811590059,0,0
6723,OFFICE40&&3506910000,0,0
6724,OFFICE51&&8302100000,0,0
6725,OFFICE78&&6306220000,0,0
6726,OFFICE35&&8544490000,0,0
6727,OFFICE59&&8536700000,0,2
6728,OFFICE92&&9017200000,0,0
6729,OFFICE94&&8438900000,0,0
6730,OFFICE81&&8504500000,0,0
6731,OFFICE94&&8501100000,0,0
6732,OFFICE76&&2520200000,0,0
6733,OFFICE186&&4421909710,0,0
6734,OFFICE197&&7326909889,0,0
6735,OFFICE141&&6908909199,0,2
6736,OFFICE100&&8482101000,0,0
6737,OFFICE136&&3925100090,0,0
6738,OFFICE127&&8533210000,0,0
6739,OFFICE140&&2309909600,0,0
6740,OFFICE214&&4821109000,0,2
6741,OFFICE185&&1507909009,0,0
6742,OFFICE186&&8204200000,0,2
6743,OFFICE113&&8421392000,0,0
6744,OFFICE287&&9618000001,0,2
6745,OFFICE186&&8413308020,0,0
6746,OFFICE168&&6117808091,0,0
6747,OFFICE299&&4821101000,0,0
6748,OFFICE185&&7616999099,0,2
6749,OFFICE122&&1905329901,0,2
6750,OFFICE237&&5505109000,0,0
6751,OFFICE296&&4821901000,0,0
6752,OFFICE288&&8421290099,0,0
6753,OFFICE109&&6006420000,0,2
6754,OFFICE168&&8504408200,0,0
6755,OFFICE214&&3919101900,0,0
6756,OFFICE204&&7326904000,0,0
6757,OFFICE127&&4807008099,0,0
6758,OFFICE109&&4202921909,0,0
6759,OFFICE292&&8708309902,0,0
6760,OFFICE214&&9801000000,0,0
6761,OFFICE204&&8431492000,0,0
6762,OFFICE214&&8703319090,0,0
6763,OFFICE296&&4008219000,0,0
6764,OFFICE298&&6001920001,0,2
6765,OFFICE234&&7419999099,0,0
6766,OFFICE196&&4819100000,0,0
6767,OFFICE187&&2915705000,0,0
6768,OFFICE187&&8482990002,0,0
6769,OFFICE214&&4821901000,0,0
6770,OFFICE204&&4821901000,0,2
6771,OFFICE185&&6403999300,0,0
6772,OFFICE109&&7320208910,0,0
6773,OFFICE298&&8714104000,0,0
6774,OFFICE168&&2933599500,0,0
6775,OFFICE174&&8414808091,0,0
6776,OFFICE127&&9403700000,0,0
6777,OFFICE162&&8421990020,0,0
6778,OFFICE134&&3214101099,0,0
6779,OFFICE113&&3926909799,0,0
6780,OFFICE100&&5603931000,0,0
6781,OFFICE185&&7320901000,0,0
6782,OFFICE298&&8536301000,0,0
6783,OFFICE100&&3926909799,0,0
6784,OFFICE186&&808108009,0,0
6785,OFFICE180&&4819100000,0,0
6786,OFFICE187&&3910000090,0,0
6787,OFFICE296&&8443999040,0,2
6788,OFFICE298&&8215999009,0,0
6789,OFFICE214&&8536209090,0,0
6790,OFFICE223&&8437800090,0,2
6791,OFFICE134&&8533409009,0,0
6792,OFFICE168&&4410119000,0,0
6793,OFFICE122&&9020000001,0,2
6794,OFFICE178&&2805409000,0,2
6795,OFFICE126&&2908190000,0,0
6796,OFFICE299&&8501310001,0,0
6797,OFFICE197&&8703329091,0,2
6798,OFFICE243&&8460409000,0,0
6799,OFFICE100&&8003000080,0,2
6800,OFFICE222&&8531809509,0,0
6801,OFFICE76&&8412290000,0,0
6802,OFFICE45&&8423900000,0,0
6803,OFFICE41&&8207900000,0,0
6804,OFFICE51&&8479890000,0,2
6805,OFFICE92&&7212200000,0,0
6806,OFFICE59&&8215990000,0,0
6807,OFFICE18&&2835220000,0,0
6808,OFFICE88&&8703232225,0,0
6809,OFFICE40&&8438300000,0,0
6810,OFFICE35&&8428390000,0,0
6811,OFFICE60&&8704312000,0,0
6812,OFFICE24&&2836200000,0,0
6813,OFFICE92&&8415810000,0,0
6814,OFFICE40&&6802930000,0,0
6815,OFFICE45&&7301200000,0,0
6816,OFFICE92&&1801002000,0,0
6817,OFFICE84&&8703241238,0,0
6818,OFFICE88&&6805200000,0,0
6819,OFFICE76&&5500000000,0,2
6820,OFFICE84&&3206420000,0,0
6821,OFFICE34&&8480490000,0,0
6822,OFFICE23&&3215190016,0,0
6823,OFFICE52&&8512200000,0,2
6824,OFFICE92&&305510052,0,0
6825,OFFICE45&&8424811000,0,0
6826,OFFICE16&&3500000000,0,2
6827,OFFICE76&&8711101000,0,2
6828,OFFICE24&&8703331124,0,2
6829,OFFICE60&&8704221928,0,2
6830,OFFICE88&&2004100000,0,0
6831,OFFICE45&&8703311214,0,0
6832,OFFICE94&&8409910000,0,0
6833,OFFICE243&&6217900009,0,0
6834,OFFICE123&&8704219941,0,0
6835,OFFICE237&&3809910000,0,0
6836,OFFICE168&&3824906500,0,0
6837,OFFICE132&&3304200000,0,0
6838,OFFICE178&&6217900009,0,0
6839,OFFICE204&&7009100001,0,0
6840,OFFICE127&&3302909001,0,0
6841,OFFICE168&&5603121000,0,0
6842,OFFICE152&&8538909109,0,0
6843,OFFICE168&&9616109009,0,0
6844,OFFICE296&&8708923500,0,0
6845,OFFICE127&&7219221000,0,0
6846,OFFICE162&&3307410000,0,0
6847,OFFICE117&&8716398090,0,0
6848,OFFICE178&&8523299019,0,0
6849,OFFICE127&&9606220000,0,0
6850,OFFICE186&&9405990094,0,0
6851,OFFICE127&&5505105000,0,2
6852,OFFICE296&&9606220000,0,0
6853,OFFICE113&&8309901000,0,0
6854,OFFICE197&&3926909229,0,0
6855,OFFICE134&&1001190000,0,0
6856,OFFICE180&&5006001000,0,0
6857,OFFICE117&&4819100000,0,0
6858,OFFICE186&&4202221000,0,2
6859,OFFICE168&&8708913501,0,0
6860,OFFICE287&&4821109000,0,2
6861,OFFICE162&&8516400009,0,2
6862,OFFICE167&&8609009090,0,0
6863,OFFICE289&&8441103000,0,0
6864,OFFICE113&&910999909,0,0
6865,OFFICE237&&4823908599,0,0
6866,OFFICE186&&5806329090,0,0
6867,OFFICE211&&8703329091,0,0
6868,OFFICE187&&4202911090,0,2
6869,OFFICE168&&8448390090,0,0
6870,OFFICE162&&6208220003,0,0
6871,OFFICE136&&8538909902,0,0
6872,OFFICE296&&4202229000,0,0
6873,OFFICE237&&804100009,0,0
6874,OFFICE113&&6208190098,0,2
6875,OFFICE127&&8544429019,0,0
6876,OFFICE101&&8536901020,0,0
6877,OFFICE298&&2309909600,0,0
6878,OFFICE117&&6406909099,0,0
6879,OFFICE180&&8512200011,0,2
6880,OFFICE122&&802908509,0,0
6881,OFFICE204&&4011100010,0,0
6882,OFFICE296&&6211110099,0,0
6883,OFFICE233&&9607110000,0,0
6884,OFFICE237&&8208900090,0,0
6885,OFFICE100&&8536901099,0,0
6886,OFFICE127&&4421100000,0,0
6887,OFFICE186&&3305100000,0,2
6888,OFFICE214&&8483102909,0,0
6889,OFFICE237&&3924900009,0,0
6890,OFFICE134&&8409910009,0,0
6891,OFFICE237&&5407820000,0,2
6892,OFFICE100&&8506109100,0,0
6893,OFFICE168&&2931200000,0,2
6894,OFFICE168&&8704219961,0,0
6895,OFFICE237&&8716800009,0,0
6896,OFFICE168&&7308909803,0,0
6897,OFFICE100&&8516900090,0,0
6898,OFFICE197&&7502100000,0,2
6899,OFFICE298&&4016995709,0,0
6900,OFFICE220&&2843210000,0,2
6901,OFFICE197&&7306508000,0,0
6902,OFFICE76&&4821100000,0,0
6903,OFFICE34&&2710119000,0,2
6904,OFFICE41&&8703242900,0,0
6905,OFFICE60&&8418100019,0,0
6906,OFFICE16&&8703231221,0,0
6907,OFFICE59&&8513900000,0,0
6908,OFFICE92&&4902900000,0,0
6909,OFFICE60&&4802690000,0,0
6910,OFFICE92&&2936900000,0,0
6911,OFFICE18&&8482500000,0,0
6912,OFFICE23&&9403890000,0,0
6913,OFFICE94&&8462390000,0,0
6914,OFFICE76&&8703232124,1,2
6915,OFFICE92&&3304910000,0,0
6916,OFFICE87&&8702101216,0,2
6917,OFFICE87&&8539100000,0,0
6918,OFFICE81&&5010000000,0,2
6919,OFFICE52&&8517620000,0,2
6920,OFFICE92&&2710193900,0,2
6921,OFFICE59&&8536300000,0,0
6922,OFFICE87&&7306190000,0,0
6923,OFFICE78&&8517620000,0,0
6924,OFFICE59&&8424300000,0,0
6925,OFFICE60&&8418290024,0,0
6926,OFFICE96&&2508100000,0,2
6927,OFFICE297&&3923509001,0,2
6928,OFFICE168&&8409990001,0,0
6929,OFFICE168&&8537109901,0,0
6930,OFFICE100&&2833250000,0,0
6931,OFFICE298&&8467890009,0,0
6932,OFFICE185&&4911990099,0,0
6933,OFFICE141&&8414801910,0,0
6934,OFFICE100&&4821101000,0,0
6935,OFFICE100&&8708999799,1,2
6936,OFFICE168&&9403700000,0,0
6937,OFFICE134&&3917320009,0,0
6938,OFFICE214&&9506999009,0,0
6939,OFFICE299&&8716398090,0,0
6940,OFFICE298&&8302420009,0,0
6941,OFFICE223&&8479908000,0,0
6942,OFFICE162&&8448420001,0,0
6943,OFFICE180&&8703329091,0,0
6944,OFFICE140&&2921511900,0,0
6945,OFFICE296&&6506101000,0,0
6946,OFFICE132&&4009110019,0,2
6947,OFFICE298&&8421192000,0,0
6948,OFFICE105&&8538909902,0,0
6949,OFFICE174&&8509400001,0,0
6950,OFFICE168&&8413504000,0,0
6951,OFFICE100&&8501529010,0,0
6952,OFFICE222&&5903909100,0,0
6953,OFFICE237&&3917320009,0,2
6954,OFFICE186&&8535301011,0,0
6955,OFFICE186&&8205510000,0,0
6956,OFFICE101&&8483908900,0,0
6957,OFFICE168&&4408398530,0,0
6958,OFFICE298&&6216000099,0,0
6959,OFFICE233&&8419812001,0,2
6960,OFFICE109&&3401209009,0,0
6961,OFFICE100&&7117900006,0,0
6962,OFFICE100&&7019900000,0,0
6963,OFFICE196&&5604909000,0,0
6964,OFFICE298&&8708943500,0,0
6965,OFFICE204&&8419818010,0,0
6966,OFFICE140&&7225406000,0,0
6967,OFFICE298&&6005329000,0,2
6968,OFFICE105&&8536699010,0,0
6969,OFFICE292&&8467297000,0,2
6970,OFFICE168&&3810909001,0,0
6971,OFFICE178&&8205598009,0,0
6972,OFFICE40&&9015900000,0,0
6973,OFFICE40&&3204900000,0,2
6974,OFFICE96&&7418190000,0,2
6975,OFFICE60&&5501300000,0,0
6976,OFFICE23&&2916320000,0,2
6977,OFFICE96&&3907200000,0,0
6978,OFFICE96&&8479890000,0,0
6979,OFFICE76&&2922210000,0,0
6980,OFFICE51&&8481300000,0,0
6981,OFFICE88&&1901900091,0,2
6982,OFFICE59&&8408900000,0,0
6983,OFFICE51&&8701900099,0,2
6984,OFFICE24&&8413300000,0,2
6985,OFFICE52&&4411920000,0,0
6986,OFFICE59&&7117900000,0,0
6987,OFFICE59&&1006301000,0,2
6988,OFFICE51&&8431430000,1,2
6989,OFFICE76&&7418190000,0,0
6990,OFFICE78&&4800000000,0,0
6991,OFFICE51&&8523520000,0,0
6992,OFFICE23&&3305900000,0,0
6993,OFFICE92&&3907200000,0,2
6994,OFFICE92&&8502390000,0,0
6995,OFFICE92&&2526200000,0,2
6996,OFFICE92&&4804190000,0,2
6997,OFFICE51&&2835260000,0,0
6998,OFFICE94&&2844400000,0,0
6999,OFFICE35&&407000000,0,0
7000,OFFICE40&&8501400000,0,0
7001,OFFICE60&&4418900000,0,0
7002,OFFICE59&&8502390000,0,0
7003,OFFICE186&&8536699010,0,0
7004,OFFICE186&&5401101800,0,0
7005,OFFICE237&&5209290000,0,0
7006,OFFICE185&&9031908500,0,0
7007,OFFICE297&&6403999300,0,0
7008,OFFICE204&&9606220000,0,0
7009,OFFICE123&&8538909909,0,2
7010,OFFICE196&&6205908098,0,0
7011,OFFICE204&&8311300000,0,2
7012,OFFICE109&&7419999099,0,0
7013,OFFICE297&&8703239091,0,0
7014,OFFICE296&&8703321963,0,0
7015,OFFICE204&&8482200000,0,0
7016,OFFICE298&&6003309000,0,0
7017,OFFICE132&&3921120000,0,0
7018,OFFICE168&&8413603900,0,2
7019,OFFICE298&&3913900009,0,2
7020,OFFICE117&&8452300000,0,2
7021,OFFICE187&&8433900099,0,2
7022,OFFICE233&&8433900099,0,0
7023,OFFICE237&&8541409009,0,0
7024,OFFICE237&&5210110001,0,0
7025,OFFICE127&&8481201000,0,0
7026,OFFICE237&&9603500000,0,2
7027,OFFICE168&&3204110000,0,0
7028,OFFICE162&&701909000,0,0
7029,OFFICE186&&7318220000,0,0
7030,OFFICE111&&9013909000,0,0
7031,OFFICE141&&804100001,0,0
7032,OFFICE168&&8703221051,0,0
7033,OFFICE237&&5408340000,0,2
7034,OFFICE237&&805501000,0,0
7035,OFFICE168&&8301600009,0,0
7036,OFFICE168&&8419899899,0,2
7037,OFFICE185&&3924900001,0,0
7038,OFFICE204&&8703339093,0,0
7039,OFFICE279&&6006329000,0,0
7040,OFFICE204&&3909300090,0,0
7041,OFFICE100&&7209189900,0,0
7042,OFFICE168&&8504403019,0,2
7043,OFFICE246&&8214200000,0,0
7044,OFFICE168&&8452300000,0,0
7045,OFFICE134&&9018908439,1,2
7046,OFFICE197&&3919900000,0,0
7047,OFFICE296&&9405409949,0,2
7048,OFFICE127&&9102110000,0,0
7049,OFFICE210&&9028200090,0,2
7050,OFFICE298&&2513200009,1,2
7051,OFFICE186&&8483608002,0,0
7052,OFFICE141&&5807101010,0,2
7053,OFFICE101&&3909509090,0,0
7054,OFFICE109&&3304990009,0,2
7055,OFFICE197&&8501310001,0,0
7056,OFFICE186&&3505209000,0,0
7057,OFFICE109&&8532300000,0,0
7058,OFFICE162&&7318220000,0,0
7059,OFFICE298&&7419999099,0,0
7060,OFFICE100&&9608109990,0,0
7061,OFFICE204&&8466928000,0,0
7062,OFFICE187&&5903209000,0,0
7063,OFFICE279&&5208310000,0,0
7064,OFFICE168&&4805932000,0,0
7065,OFFICE187&&2208701003,0,0
7066,OFFICE186&&8536699090,0,0
7067,OFFICE237&&5903109000,0,0
7068,OFFICE141&&8483102901,1,2
7069,OFFICE167&&8473502000,0,0
7070,OFFICE59&&3204110000,0,0
7071,OFFICE18&&8704231122,0,2
7072,OFFICE88&&7208390000,0,0
7073,OFFICE59&&7004900000,0,0
7074,OFFICE41&&4802550059,0,2
7075,OFFICE88&&4009210000,0,0
7076,OFFICE45&&4011400000,0,0
7077,OFFICE51&&2903490000,1,2
7078,OFFICE96&&3907910000,0,0
7079,OFFICE87&&8439990000,0,0
7080,OFFICE51&&5603130000,0,0
7081,OFFICE76&&3811210000,0,0
7082,OFFICE18&&302610000,0,0
7083,OFFICE60&&2713200000,0,2
7084,OFFICE51&&2833220000,0,0
7085,OFFICE94&&8711201000,0,0
7086,OFFICE23&&6802910000,0,2
7087,OFFICE51&&8903990000,1,2
7088,OFFICE92&&3307900000,0,0
7089,OFFICE45&&8704231122,0,0
7090,OFFICE94&&8702101319,0,2
7091,OFFICE60&&709590000,0,2
7092,OFFICE23&&8302200000,0,0
7093,OFFICE96&&1704100000,0,2
7094,OFFICE94&&3302100000,0,0
7095,OFFICE16&&9030390000,0,2
7096,OFFICE109&&8483608002,0,0
7097,OFFICE168&&5806329090,0,0
7098,OFFICE187&&8537209101,0,0
7099,OFFICE134&&5510110000,0,2
7100,OFFICE204&&8538909109,0,0
7101,OFFICE122&&1006306590,0,0
7102,OFFICE185&&8532220000,0,0
7103,OFFICE298&&8471705000,0,2
7104,OFFICE296&&8502120000,0,0
7105,OFFICE214&&2519901000,0,0
7106,OFFICE162&&8481806990,0,0
7107,OFFICE111&&8421310000,0,0
7108,OFFICE167&&6110309908,0,0
7109,OFFICE187&&7222309700,0,0
7110,OFFICE167&&9503003011,0,0
7111,OFFICE109&&8512200093,0,0
7112,OFFICE204&&8536699010,0,0
7113,OFFICE162&&9032108100,0,0
7114,OFFICE134&&3204190000,0,0
7115,OFFICE113&&8544499590,0,2
7116,OFFICE123&&8481809998,0,0
7117,OFFICE134&&8708309904,1,2
7118,OFFICE197&&8302100001,0,0
7119,OFFICE134&&6813890000,0,0
7120,OFFICE111&&7409310010,0,2
7121,OFFICE297&&8536619090,0,2
7122,OFFICE296&&8703319090,0,0
7123,OFFICE204&&9607190000,0,2
7124,OFFICE246&&3912909000,0,0
7125,OFFICE100&&8513100090,0,0
7126,OFFICE185&&8511500004,0,0
7127,OFFICE237&&8483200000,0,0
7128,OFFICE237&&7007212010,0,0
7129,OFFICE109&&3920510000,0,0
7130,OFFICE136&&6104430009,0,0
7131,OFFICE214&&8542319090,0,2
7132,OFFICE109&&8516900090,0,0
7133,OFFICE197&&8518309500,0,0
7134,OFFICE243&&3212100000,0,2
7135,OFFICE168&&6117100090,0,0
7136,OFFICE288&&7326909211,0,2
7137,OFFICE204&&9403700000,0,0
7138,OFFICE298&&8708999720,0,0
7139,OFFICE168&&5513310000,0,0
7140,OFFICE214&&7320909000,0,0
7141,OFFICE51&&8455300000,1,2
7142,OFFICE60&&7304399000,0,2
7143,OFFICE92&&8512200000,0,0
7144,OFFICE60&&8704221100,0,0
7145,OFFICE24&&8504310000,0,0
7146,OFFICE52&&7321900000,0,0
7147,OFFICE51&&3004100000,0,0
7148,OFFICE92&&2103909091,0,2
7149,OFFICE60&&5601290000,0,2
7150,OFFICE88&&8528721900,0,0
7151,OFFICE18&&6911100000,0,2
7152,OFFICE84&&7013280000,0,0
7153,OFFICE40&&2004100000,0,0
7154,OFFICE88&&3305900000,0,0
7155,OFFICE92&&8414900000,0,0
7156,OFFICE52&&7321121000,0,0
7157,OFFICE18&&8528721100,0,0
7158,OFFICE51&&3505100000,1,2
7159,OFFICE60&&8480500000,0,2
7160,OFFICE76&&3004400000,0,0
7161,OFFICE76&&7010000000,1,2
7162,OFFICE59&&8702101112,0,2
7163,OFFICE76&&8481900000,0,2
7164,OFFICE18&&8703900000,0,0
7165,OFFICE60&&7505110000,0,0
7166,OFFICE66&&8467110000,0,2
7167,OFFICE45&&3901900000,0,0
7168,OFFICE40&&2403990000,0,0
7169,OFFICE59&&1806200000,0,0
7170,OFFICE76&&2922420043,0,0
7171,OFFICE51&&8544110000,0,2
7172,OFFICE96&&8431200000,0,0
7173,OFFICE60&&9505900000,0,2
7174,OFFICE66&&8425490000,0,0
7175,OFFICE109&&9617000001,0,2
7176,OFFICE185&&8714109009,0,0
7177,OFFICE237&&8418690070,0,0
7178,OFFICE174&&9027109000,0,2
7179,OFFICE298&&2710194790,0,0
7180,OFFICE100&&4820400000,0,0
7181,OFFICE298&&3921903000,0,2
7182,OFFICE204&&3403199099,0,0
7183,OFFICE210&&8215910000,0,0
7184,OFFICE122&&7326909889,0,0
7185,OFFICE204&&8308900091,0,0
7186,OFFICE214&&9610000000,0,0
7187,OFFICE180&&7415390000,0,2
7188,OFFICE237&&9403609009,0,0
7189,OFFICE204&&8542319090,0,0
7190,OFFICE167&&8467221000,0,0
7191,OFFICE127&&8483908900,0,0
7192,OFFICE187&&8205598009,0,0
7193,OFFICE168&&8536900100,0,0
7194,OFFICE186&&7005298009,0,2
7195,OFFICE187&&8703239091,0,2
7196,OFFICE252&&8542399090,0,0
7197,OFFICE297&&2833298009,0,2
7198,OFFICE186&&5407940000,0,0
7199,OFFICE204&&8538100000,0,0
7200,OFFICE162&&8208100000,0,0
7201,OFFICE185&&6205901009,0,0
7202,OFFICE152&&8716310000,0,2
7203,OFFICE220&&9404909000,0,0
7204,OFFICE197&&8803300001,0,0
7205,OFFICE211&&3810100001,0,0
7206,OFFICE204&&6103420003,0,0
7207,OFFICE134&&6305321900,0,2
7208,OFFICE100&&4408908580,0,0
7209,OFFICE141&&7616999099,0,0
7210,OFFICE187&&6307909809,0,0
7211,OFFICE204&&2846900000,0,0
7212,OFFICE185&&8452900009,0,0
7213,OFFICE187&&8544429091,0,0
7214,OFFICE185&&8421290099,0,0
7215,OFFICE185&&2933599500,0,0
7216,OFFICE132&&8415900020,0,0
7217,OFFICE127&&8421230000,0,0
7218,OFFICE298&&6406209000,0,0
7219,OFFICE186&&5209590000,0,0
7220,OFFICE298&&8708409900,0,0
7221,OFFICE204&&3210001090,0,0
7222,OFFICE109&&6911100090,0,0
7223,OFFICE185&&9615190009,0,2
7224,OFFICE100&&8508190010,0,0
7225,OFFICE214&&8544429099,0,0
7226,OFFICE100&&3904220009,0,0
7227,OFFICE237&&8708939009,0,0
7228,OFFICE127&&307119090,0,0
7229,OFFICE76&&3202100000,0,0
7230,OFFICE92&&9405500000,0,0
7231,OFFICE60&&4011400000,0,2
7232,OFFICE92&&6406100000,0,0
7233,OFFICE45&&8907100000,0,2
7234,OFFICE41&&2710000000,0,2
7235,OFFICE60&&5407200021,0,0
7236,OFFICE60&&7407210000,0,0
7237,OFFICE35&&6203420000,0,0
7238,OFFICE92&&4813900000,0,0
7239,OFFICE59&&8430390000,0,0
7240,OFFICE94&&9406000019,0,2
7241,OFFICE96&&6404200022,0,0
7242,OFFICE51&&2824100000,0,0
7243,OFFICE81&&8703332200,0,0
7244,OFFICE76&&3902300000,1,2
7245,OFFICE88&&8704321118,0,0
7246,OFFICE59&&8424890000,0,0
7247,OFFICE24&&3815190000,0,2
7248,OFFICE60&&6001220000,0,2
7249,OFFICE45&&8414400000,0,0
7250,OFFICE60&&8506800000,0,2
7251,OFFICE45&&7411100000,0,2
7252,OFFICE51&&3923290000,0,0
7253,OFFICE76&&8308200000,1,2
7254,OFFICE41&&8703241135,0,0
7255,OFFICE51&&4821100000,0,0
7256,OFFICE60&&8431200000,0,2
7257,OFFICE40&&8430390000,0,0
7258,OFFICE40&&301910000,0,2
7259,OFFICE35&&9011200000,0,0
7260,OFFICE76&&9600000000,1,2
7261,OFFICE298&&6006420000,0,2
7262,OFFICE100&&3909501090,0,2
7263,OFFICE185&&8471705000,0,0
7264,OFFICE168&&9608300090,0,0
7265,OFFICE222&&4805932000,0,0
7266,OFFICE252&&6114200009,0,0
7267,OFFICE204&&6104630002,0,2
7268,OFFICE197&&6810910000,0,2
7269,OFFICE187&&8703219090,0,2
7270,OFFICE134&&5513290000,0,0
7271,OFFICE178&&8304000000,0,0
7272,OFFICE136&&7210122001,0,2
7273,OFFICE196&&5607909090,0,2
7274,OFFICE186&&5205240009,0,2
7275,OFFICE187&&4823200009,0,0
7276,OFFICE127&&7326909883,0,0
7277,OFFICE237&&8703229030,0,0
7278,OFFICE174&&6406905000,0,0
7279,OFFICE111&&8538909909,0,0
7280,OFFICE234&&3926909779,0,0
7281,OFFICE117&&9804000000,0,0
7282,OFFICE298&&2906290000,0,0
7283,OFFICE214&&2835260001,0,0
7284,OFFICE292&&3402130001,0,0
7285,OFFICE187&&7219908000,0,0
7286,OFFICE168&&8543900009,0,0
7287,OFFICE186&&4107199099,0,0
7288,OFFICE237&&9026202009,0,0
7289,OFFICE204&&901210005,0,0
7290,OFFICE298&&8708803500,0,0
7291,OFFICE132&&6403599500,0,2
7292,OFFICE279&&4415209000,0,0
7293,OFFICE186&&8704213990,0,0
7294,OFFICE197&&6006420000,0,0
7295,OFFICE204&&2710194790,0,2
7296,OFFICE214&&8504409090,0,2
7297,OFFICE168&&5407530000,0,0
7298,OFFICE105&&8708299001,0,2
7299,OFFICE297&&8445300000,0,2
7300,OFFICE187&&3209900090,0,0
7301,OFFICE113&&4407279900,0,2
7302,OFFICE127&&7318290009,0,2
7303,OFFICE237&&3205000000,0,0
7304,OFFICE185&&8484900010,0,0
7305,OFFICE296&&8708999792,0,0
7306,OFFICE168&&8202998009,0,0
7307,OFFICE204&&8413910009,0,0
7308,OFFICE134&&2712209090,0,0
7309,OFFICE223&&4202210001,0,0
7310,OFFICE298&&7305310000,0,0
7311,OFFICE126&&8504900500,0,0
7312,OFFICE100&&7407211000,0,0
7313,OFFICE187&&2106909810,0,2
7314,OFFICE187&&6310100010,0,0
7315,OFFICE109&&8708943500,0,2
7316,OFFICE168&&8471900002,0,2
7317,OFFICE187&&3923210000,1,2
7318,OFFICE100&&6912003008,0,0
7319,OFFICE237&&3801900000,0,2
7320,OFFICE35&&8464900000,0,0
7321,OFFICE24&&8407340000,0,0
7322,OFFICE24&&8411990000,0,0
7323,OFFICE60&&7314390000,1,2
7324,OFFICE52&&8708950000,0,0
7325,OFFICE60&&8704900091,0,0
7326,OFFICE59&&5407200021,1,2
7327,OFFICE76&&5310100000,0,0
7328,OFFICE87&&2712100000,0,0
7329,OFFICE52&&5410000000,0,2
7330,OFFICE45&&3912310000,0,0
7331,OFFICE81&&2815110000,0,2
7332,OFFICE51&&3923900000,0,2
7333,OFFICE60&&6810190000,0,2
7334,OFFICE76&&3507900000,0,0
7335,OFFICE23&&3909500000,0,0
7336,OFFICE40&&9504400000,0,2
7337,OFFICE76&&8506500000,0,2
7338,OFFICE51&&3805900000,0,2
7339,OFFICE59&&8424811000,0,2
7340,OFFICE76&&8414100000,0,2
7341,OFFICE76&&6406100000,0,2
7342,OFFICE96&&1701110000,0,0
7343,OFFICE60&&5901900000,0,2
7344,OFFICE51&&8477300000,0,2
7345,OFFICE51&&7606129000,0,2
7346,OFFICE76&&8418400041,0,0
7347,OFFICE76&&4804110000,0,0
7348,OFFICE51&&9018490000,0,0
7349,OFFICE76&&8703321218,0,0
7350,OFFICE24&&8707901311,0,0
7351,OFFICE23&&5503300000,0,0
7352,OFFICE35&&8448190000,0,2
7353,OFFICE40&&8517620000,0,0
7354,OFFICE127&&6305321900,0,0
7355,OFFICE100&&8487909009,0,0
7356,OFFICE162&&3926909290,0,0
7357,OFFICE100&&8525809910,0,2
7358,OFFICE197&&8704229992,0,0
7359,OFFICE185&&2929100000,0,0
7360,OFFICE162&&7013379199,0,0
7361,OFFICE297&&9102290000,0,2
7362,OFFICE162&&2828900030,0,0
7363,OFFICE168&&8413708190,0,0
7364,OFFICE186&&8704311099,0,2
7365,OFFICE127&&7326909820,0,0
7366,OFFICE113&&8533900000,0,0
7367,OFFICE187&&8704219950,0,0
7368,OFFICE109&&8536105001,0,0
7369,OFFICE237&&8414592010,0,0
7370,OFFICE180&&3921905500,0,2
7371,OFFICE211&&8414102590,0,2
7372,OFFICE197&&7319400000,0,0
7373,OFFICE168&&8703229030,0,0
7374,OFFICE288&&3923210000,0,0
7375,OFFICE111&&5807109010,0,2
7376,OFFICE117&&7117110000,0,0
7377,OFFICE127&&7309003000,0,0
7378,OFFICE237&&3506100000,0,0
7379,OFFICE101&&8501109900,0,2
7380,OFFICE132&&8207209000,0,0
7381,OFFICE296&&7607191010,0,0
7382,OFFICE210&&5205260001,0,0
7383,OFFICE162&&8708402001,0,0
7384,OFFICE186&&3908100000,0,0
7385,OFFICE134&&6211490089,0,0
7386,OFFICE204&&3401300000,0,2
7387,OFFICE187&&6806100000,0,0
7388,OFFICE162&&8451500009,0,0
7389,OFFICE288&&5407920000,0,2
7390,OFFICE51&&9207900000,0,2
7391,OFFICE40&&1302320000,0,0
7392,OFFICE51&&303510000,0,2
7393,OFFICE41&&8703222900,0,0
7394,OFFICE76&&4010190000,0,2
7395,OFFICE76&&5407910000,0,0
7396,OFFICE84&&8703232225,1,2
7397,OFFICE60&&8545110000,0,0
7398,OFFICE60&&8703242200,0,0
7399,OFFICE40&&4804190000,0,0
7400,OFFICE59&&8519500000,0,2
7401,OFFICE35&&1107100000,0,0
7402,OFFICE45&&8214200000,0,0
7403,OFFICE78&&2916190000,1,2
7404,OFFICE23&&2530900000,0,0
7405,OFFICE84&&2804290000,0,2
7406,OFFICE51&&8460190000,0,0
7407,OFFICE18&&8702902097,0,0
7408,OFFICE87&&8408900000,0,2
7409,OFFICE51&&1107200000,0,2
7410,OFFICE52&&8703222900,0,2
7411,OFFICE76&&7604100000,0,0
7412,OFFICE94&&7007110000,0,2
7413,OFFICE233&&3907300000,0,2
7414,OFFICE214&&3924900008,0,0
7415,OFFICE296&&8517620032,0,0
