,OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_Qsum,OFFICE&&ORIGIN.CODE_illicit_Qrate
2295,OFFICE298&&CNTRY555,0,3
2296,OFFICE23&&CNTRY409,0,0
2297,OFFICE41&&CNTRY334,0,0
2298,OFFICE60&&CNTRY930,1,3
2299,OFFICE84&&CNTRY976,0,0
2300,OFFICE76&&CNTRY311,0,3
2301,OFFICE94&&CNTRY656,0,3
2302,OFFICE34&&CNTRY881,0,0
2303,OFFICE60&&CNTRY919,0,3
2304,OFFICE52&&CNTRY473,0,3
2305,OFFICE94&&CNTRY709,0,3
2306,OFFICE34&&CNTRY389,0,3
2307,OFFICE60&&CNTRY480,0,3
2308,OFFICE96&&CNTRY527,0,3
2309,OFFICE76&&CNTRY448,0,3
2310,OFFICE162&&CNTRY215,0,0
2311,OFFICE246&&CNTRY171,0,3
2312,OFFICE109&&CNTRY653,0,3
2313,OFFICE252&&CNTRY123,0,3
2314,OFFICE197&&CNTRY884,0,3
2315,OFFICE113&&CNTRY689,0,3
2316,OFFICE204&&CNTRY138,0,0
2317,OFFICE204&&CNTRY445,0,3
2318,OFFICE187&&CNTRY456,0,3
2319,OFFICE197&&CNTRY881,0,3
2320,OFFICE134&&CNTRY485,0,2
2321,OFFICE237&&CNTRY528,0,3
2322,OFFICE237&&CNTRY429,0,3
2323,OFFICE113&&CNTRY819,0,3
2324,OFFICE204&&CNTRY874,0,0
2325,OFFICE204&&CNTRY554,0,3
2326,OFFICE185&&CNTRY264,1,3
2327,OFFICE60&&CNTRY448,0,3
2328,OFFICE24&&CNTRY988,0,3
2329,OFFICE52&&CNTRY975,0,3
2330,OFFICE24&&CNTRY637,0,3
2331,OFFICE41&&CNTRY473,0,3
2332,OFFICE45&&CNTRY846,0,3
2333,OFFICE76&&CNTRY554,0,3
2334,OFFICE35&&CNTRY652,0,3
2335,OFFICE23&&CNTRY284,0,3
2336,OFFICE76&&CNTRY389,0,3
2337,OFFICE40&&CNTRY637,0,3
2338,OFFICE81&&CNTRY771,0,3
2339,OFFICE40&&CNTRY389,0,3
2340,OFFICE23&&CNTRY709,0,3
2341,OFFICE35&&CNTRY576,0,3
2342,OFFICE24&&CNTRY398,0,3
2343,OFFICE18&&CNTRY562,0,3
2344,OFFICE34&&CNTRY995,0,3
2345,OFFICE59&&CNTRY659,1,3
2346,OFFICE152&&CNTRY263,0,0
2347,OFFICE174&&CNTRY713,0,3
2348,OFFICE101&&CNTRY184,0,3
2349,OFFICE279&&CNTRY687,0,3
2350,OFFICE296&&CNTRY795,0,3
2351,OFFICE214&&CNTRY770,0,3
2352,OFFICE252&&CNTRY846,0,3
2353,OFFICE299&&CNTRY866,0,0
2354,OFFICE252&&CNTRY554,0,3
2355,OFFICE296&&CNTRY215,0,3
2356,OFFICE132&&CNTRY438,0,3
2357,OFFICE204&&CNTRY527,0,3
2358,OFFICE252&&CNTRY485,0,0
2359,OFFICE127&&CNTRY527,0,3
2360,OFFICE196&&CNTRY456,0,3
2361,OFFICE223&&CNTRY364,0,3
2362,OFFICE296&&CNTRY485,0,2
2363,OFFICE127&&CNTRY771,0,3
2364,OFFICE187&&CNTRY407,0,3
2365,OFFICE234&&CNTRY975,0,3
2366,OFFICE197&&CNTRY759,0,3
2367,OFFICE252&&CNTRY771,0,3
2368,OFFICE214&&CNTRY209,0,3
2369,OFFICE92&&CNTRY874,1,3
2370,OFFICE35&&CNTRY881,0,3
2371,OFFICE76&&CNTRY234,0,3
2372,OFFICE81&&CNTRY939,0,3
2373,OFFICE66&&CNTRY995,0,0
2374,OFFICE60&&CNTRY334,0,3
2375,OFFICE24&&CNTRY756,0,3
2376,OFFICE88&&CNTRY652,0,3
2377,OFFICE84&&CNTRY785,0,3
2378,OFFICE24&&CNTRY316,0,3
2379,OFFICE81&&CNTRY438,0,3
2380,OFFICE88&&CNTRY975,0,0
2381,OFFICE51&&CNTRY436,0,3
2382,OFFICE87&&CNTRY322,0,3
2383,OFFICE41&&CNTRY546,0,3
2384,OFFICE298&&CNTRY863,0,0
2385,OFFICE289&&CNTRY321,0,0
2386,OFFICE298&&CNTRY323,0,0
2387,OFFICE299&&CNTRY138,0,0
2388,OFFICE168&&CNTRY866,0,0
2389,OFFICE243&&CNTRY825,0,3
2390,OFFICE127&&CNTRY915,0,3
2391,OFFICE299&&CNTRY843,0,3
2392,OFFICE197&&CNTRY795,0,3
2393,OFFICE298&&CNTRY866,0,3
2394,OFFICE140&&CNTRY322,0,0
2395,OFFICE132&&CNTRY846,0,3
2396,OFFICE174&&CNTRY915,0,3
2397,OFFICE109&&CNTRY317,0,0
2398,OFFICE186&&CNTRY863,0,3
2399,OFFICE279&&CNTRY959,0,0
2400,OFFICE122&&CNTRY139,0,0
2401,OFFICE237&&CNTRY485,0,2
2402,OFFICE127&&CNTRY139,0,0
2403,OFFICE84&&CNTRY316,0,3
2404,OFFICE40&&CNTRY438,0,3
2405,OFFICE18&&CNTRY917,0,0
2406,OFFICE88&&CNTRY562,1,3
2407,OFFICE23&&CNTRY153,0,3
2408,OFFICE18&&CNTRY473,0,3
2409,OFFICE87&&CNTRY713,0,3
2410,OFFICE66&&CNTRY277,0,3
2411,OFFICE94&&CNTRY150,1,3
2412,OFFICE94&&CNTRY171,0,3
2413,OFFICE34&&CNTRY976,0,3
2414,OFFICE41&&CNTRY349,0,0
2415,OFFICE81&&CNTRY576,0,3
2416,OFFICE168&&CNTRY576,1,3
2417,OFFICE279&&CNTRY277,0,3
2418,OFFICE168&&CNTRY322,0,3
2419,OFFICE167&&CNTRY558,0,0
2420,OFFICE132&&CNTRY527,0,3
2421,OFFICE162&&CNTRY334,0,0
2422,OFFICE197&&CNTRY409,0,0
2423,OFFICE134&&CNTRY438,0,3
2424,OFFICE113&&CNTRY139,0,3
2425,OFFICE204&&CNTRY277,0,3
2426,OFFICE105&&CNTRY334,0,3
2427,OFFICE178&&CNTRY264,0,3
2428,OFFICE167&&CNTRY881,0,0
2429,OFFICE140&&CNTRY713,0,3
2430,OFFICE185&&CNTRY975,0,0
2431,OFFICE100&&CNTRY830,0,0
2432,OFFICE187&&CNTRY915,0,3
2433,OFFICE214&&CNTRY252,0,3
2434,OFFICE214&&CNTRY379,0,3
2435,OFFICE186&&CNTRY139,0,3
2436,OFFICE100&&CNTRY644,0,0
2437,OFFICE220&&CNTRY390,0,3
2438,OFFICE174&&CNTRY652,0,3
2439,OFFICE40&&CNTRY284,0,3
2440,OFFICE52&&CNTRY747,0,0
2441,OFFICE87&&CNTRY527,0,3
2442,OFFICE24&&CNTRY622,0,3
2443,OFFICE76&&CNTRY756,1,3
2444,OFFICE52&&CNTRY364,0,0
2445,OFFICE35&&CNTRY846,0,3
2446,OFFICE24&&CNTRY480,0,3
2447,OFFICE87&&CNTRY988,0,0
2448,OFFICE94&&CNTRY825,0,3
2449,OFFICE51&&CNTRY984,0,3
2450,OFFICE92&&CNTRY701,0,3
2451,OFFICE92&&CNTRY756,0,3
2452,OFFICE41&&CNTRY618,0,3
2453,OFFICE35&&CNTRY770,0,0
2454,OFFICE59&&CNTRY962,0,3
2455,OFFICE59&&CNTRY747,0,3
2456,OFFICE16&&CNTRY770,0,0
2457,OFFICE168&&CNTRY562,0,2
2458,OFFICE113&&CNTRY166,0,0
2459,OFFICE136&&CNTRY454,0,3
2460,OFFICE109&&CNTRY618,0,3
2461,OFFICE222&&CNTRY438,0,0
2462,OFFICE100&&CNTRY234,0,3
2463,OFFICE109&&CNTRY316,0,3
2464,OFFICE113&&CNTRY837,0,3
2465,OFFICE136&&CNTRY975,0,0
2466,OFFICE168&&CNTRY480,0,3
2467,OFFICE298&&CNTRY139,0,3
2468,OFFICE296&&CNTRY915,0,0
2469,OFFICE234&&CNTRY837,0,3
2470,OFFICE187&&CNTRY390,0,3
2471,OFFICE174&&CNTRY771,0,3
2472,OFFICE100&&CNTRY915,0,3
2473,OFFICE100&&CNTRY959,0,3
2474,OFFICE222&&CNTRY485,0,3
2475,OFFICE122&&CNTRY555,0,0
2476,OFFICE23&&CNTRY168,0,3
2477,OFFICE24&&CNTRY859,0,3
2478,OFFICE35&&CNTRY771,0,3
2479,OFFICE81&&CNTRY701,0,3
2480,OFFICE23&&CNTRY770,0,3
2481,OFFICE45&&CNTRY554,0,3
2482,OFFICE45&&CNTRY659,0,3
2483,OFFICE140&&CNTRY527,0,0
2484,OFFICE109&&CNTRY166,0,3
2485,OFFICE185&&CNTRY863,0,3
2486,OFFICE162&&CNTRY252,1,3
2487,OFFICE174&&CNTRY843,0,0
2488,OFFICE185&&CNTRY171,0,3
2489,OFFICE237&&CNTRY379,0,0
2490,OFFICE113&&CNTRY485,1,3
2491,OFFICE162&&CNTRY576,0,3
2492,OFFICE185&&CNTRY364,0,3
2493,OFFICE101&&CNTRY859,0,3
2494,OFFICE296&&CNTRY995,0,3
2495,OFFICE288&&CNTRY771,0,0
2496,OFFICE298&&CNTRY884,1,3
2497,OFFICE178&&CNTRY277,0,3
2498,OFFICE287&&CNTRY558,0,3
2499,OFFICE204&&CNTRY765,0,3
2500,OFFICE109&&CNTRY407,0,3
2501,OFFICE296&&CNTRY975,0,0
2502,OFFICE134&&CNTRY234,0,3
2503,OFFICE162&&CNTRY323,0,3
2504,OFFICE197&&CNTRY959,0,3
2505,OFFICE185&&CNTRY716,0,3
2506,OFFICE168&&CNTRY884,0,3
2507,OFFICE18&&CNTRY919,0,0
2508,OFFICE23&&CNTRY994,0,3
2509,OFFICE94&&CNTRY454,0,3
2510,OFFICE23&&CNTRY351,0,3
2511,OFFICE78&&CNTRY407,0,0
2512,OFFICE34&&CNTRY644,0,3
2513,OFFICE84&&CNTRY984,0,0
2514,OFFICE18&&CNTRY276,0,0
2515,OFFICE126&&CNTRY764,0,3
2516,OFFICE237&&CNTRY747,0,0
2517,OFFICE186&&CNTRY415,0,3
2518,OFFICE210&&CNTRY654,0,0
2519,OFFICE252&&CNTRY316,0,0
2520,OFFICE279&&CNTRY785,0,3
2521,OFFICE222&&CNTRY429,0,3
2522,OFFICE299&&CNTRY334,0,0
2523,OFFICE111&&CNTRY364,0,3
2524,OFFICE141&&CNTRY284,0,0
2525,OFFICE237&&CNTRY644,0,3
2526,OFFICE287&&CNTRY113,0,3
2527,OFFICE237&&CNTRY716,0,3
2528,OFFICE210&&CNTRY713,0,3
2529,OFFICE185&&CNTRY709,0,3
2530,OFFICE299&&CNTRY379,0,3
2531,OFFICE296&&CNTRY618,0,3
2532,OFFICE287&&CNTRY234,0,3
2533,OFFICE100&&CNTRY625,0,0
2534,OFFICE168&&CNTRY264,0,3
2535,OFFICE298&&CNTRY959,0,3
2536,OFFICE186&&CNTRY716,0,0
2537,OFFICE187&&CNTRY687,0,3
2538,OFFICE123&&CNTRY652,0,0
2539,OFFICE123&&CNTRY323,0,0
2540,OFFICE298&&CNTRY284,0,3
2541,OFFICE180&&CNTRY364,0,3
2542,OFFICE186&&CNTRY748,0,3
2543,OFFICE197&&CNTRY995,0,3
2544,OFFICE134&&CNTRY409,0,3
2545,OFFICE214&&CNTRY615,0,3
2546,OFFICE296&&CNTRY335,0,3
2547,OFFICE196&&CNTRY884,0,0
2548,OFFICE109&&CNTRY334,0,3
2549,OFFICE52&&CNTRY491,0,0
2550,OFFICE45&&CNTRY343,0,3
2551,OFFICE45&&CNTRY379,0,0
2552,OFFICE78&&CNTRY125,0,3
2553,OFFICE34&&CNTRY125,0,3
2554,OFFICE16&&CNTRY234,0,0
2555,OFFICE66&&CNTRY364,0,0
2556,OFFICE23&&CNTRY491,1,3
2557,OFFICE109&&CNTRY654,0,0
2558,OFFICE298&&CNTRY980,0,0
2559,OFFICE296&&CNTRY125,0,3
2560,OFFICE297&&CNTRY652,0,3
2561,OFFICE237&&CNTRY393,0,3
2562,OFFICE126&&CNTRY393,0,3
2563,OFFICE210&&CNTRY976,0,3
2564,OFFICE298&&CNTRY321,0,3
2565,OFFICE292&&CNTRY976,0,0
2566,OFFICE292&&CNTRY930,0,3
2567,OFFICE299&&CNTRY687,0,3
2568,OFFICE100&&CNTRY485,1,3
2569,OFFICE187&&CNTRY389,0,3
2570,OFFICE222&&CNTRY454,0,3
2571,OFFICE196&&CNTRY390,0,3
2572,OFFICE296&&CNTRY184,0,3
2573,OFFICE211&&CNTRY680,0,3
2574,OFFICE237&&CNTRY322,0,3
2575,OFFICE134&&CNTRY252,0,3
2576,OFFICE180&&CNTRY334,0,0
2577,OFFICE136&&CNTRY215,0,3
2578,OFFICE185&&CNTRY445,0,3
2579,OFFICE187&&CNTRY819,0,3
2580,OFFICE101&&CNTRY252,0,3
2581,OFFICE87&&CNTRY376,0,3
2582,OFFICE78&&CNTRY656,0,3
2583,OFFICE23&&CNTRY321,0,3
2584,OFFICE96&&CNTRY389,0,3
2585,OFFICE78&&CNTRY771,0,3
2586,OFFICE66&&CNTRY436,0,3
2587,OFFICE92&&CNTRY976,0,3
2588,OFFICE81&&CNTRY113,0,3
2589,OFFICE87&&CNTRY656,0,3
2590,OFFICE168&&CNTRY153,0,3
2591,OFFICE296&&CNTRY438,0,0
2592,OFFICE187&&CNTRY625,0,3
2593,OFFICE246&&CNTRY680,0,0
2594,OFFICE178&&CNTRY874,0,3
2595,OFFICE123&&CNTRY687,0,0
2596,OFFICE222&&CNTRY576,0,3
2597,OFFICE299&&CNTRY674,1,3
2598,OFFICE187&&CNTRY709,0,3
2599,OFFICE296&&CNTRY759,0,3
2600,OFFICE18&&CNTRY264,0,3
2601,OFFICE40&&CNTRY133,0,3
2602,OFFICE35&&CNTRY825,0,0
2603,OFFICE35&&CNTRY188,0,0
2604,OFFICE24&&CNTRY138,0,3
2605,OFFICE76&&CNTRY988,0,3
2606,OFFICE16&&CNTRY615,0,3
2607,OFFICE84&&CNTRY713,0,3
2608,OFFICE24&&CNTRY873,0,3
2609,OFFICE92&&CNTRY959,1,3
2610,OFFICE81&&CNTRY364,0,3
2611,OFFICE222&&CNTRY716,0,0
2612,OFFICE100&&CNTRY321,0,3
2613,OFFICE111&&CNTRY653,0,0
2614,OFFICE211&&CNTRY846,0,0
2615,OFFICE296&&CNTRY765,0,3
2616,OFFICE168&&CNTRY716,0,0
2617,OFFICE222&&CNTRY558,0,0
2618,OFFICE298&&CNTRY830,0,0
2619,OFFICE197&&CNTRY644,0,3
2620,OFFICE243&&CNTRY652,0,3
2621,OFFICE88&&CNTRY615,0,3
2622,OFFICE92&&CNTRY252,0,3
2623,OFFICE94&&CNTRY881,0,3
2624,OFFICE60&&CNTRY138,0,3
2625,OFFICE35&&CNTRY975,0,0
2626,OFFICE78&&CNTRY113,0,0
2627,OFFICE92&&CNTRY393,0,3
2628,OFFICE60&&CNTRY527,0,3
2629,OFFICE24&&CNTRY555,0,3
2630,OFFICE51&&CNTRY262,0,2
2631,OFFICE41&&CNTRY976,0,3
2632,OFFICE34&&CNTRY448,0,3
2633,OFFICE23&&CNTRY659,0,3
2634,OFFICE87&&CNTRY168,0,0
2635,OFFICE59&&CNTRY491,1,3
2636,OFFICE40&&CNTRY915,0,0
2637,OFFICE41&&CNTRY188,0,3
2638,OFFICE92&&CNTRY168,0,3
2639,OFFICE296&&CNTRY351,0,0
2640,OFFICE222&&CNTRY364,0,3
2641,OFFICE141&&CNTRY562,0,3
2642,OFFICE140&&CNTRY376,0,0
2643,OFFICE234&&CNTRY765,0,3
2644,OFFICE123&&CNTRY390,0,3
2645,OFFICE288&&CNTRY322,0,3
2646,OFFICE168&&CNTRY837,0,3
2647,OFFICE187&&CNTRY351,0,3
2648,OFFICE122&&CNTRY995,0,3
2649,OFFICE105&&CNTRY866,0,0
2650,OFFICE252&&CNTRY284,0,3
2651,OFFICE167&&CNTRY454,0,3
2652,OFFICE252&&CNTRY884,0,3
2653,OFFICE185&&CNTRY915,0,3
2654,OFFICE127&&CNTRY748,0,3
2655,OFFICE185&&CNTRY125,0,3
2656,OFFICE279&&CNTRY652,0,0
2657,OFFICE76&&CNTRY328,0,3
2658,OFFICE81&&CNTRY764,0,3
2659,OFFICE96&&CNTRY837,0,0
2660,OFFICE84&&CNTRY701,0,0
2661,OFFICE76&&CNTRY920,1,3
2662,OFFICE24&&CNTRY920,0,3
2663,OFFICE78&&CNTRY770,0,3
2664,OFFICE60&&CNTRY920,1,3
2665,OFFICE24&&CNTRY140,0,3
2666,OFFICE96&&CNTRY915,0,3
2667,OFFICE186&&CNTRY323,0,3
2668,OFFICE233&&CNTRY393,0,0
2669,OFFICE141&&CNTRY656,0,3
2670,OFFICE105&&CNTRY123,0,3
2671,OFFICE141&&CNTRY962,0,3
2672,OFFICE234&&CNTRY123,0,3
2673,OFFICE178&&CNTRY748,0,0
2674,OFFICE117&&CNTRY689,0,3
2675,OFFICE174&&CNTRY454,0,3
2676,OFFICE233&&CNTRY680,0,3
2677,OFFICE141&&CNTRY454,1,3
2678,OFFICE180&&CNTRY618,0,0
2679,OFFICE105&&CNTRY615,0,3
2680,OFFICE185&&CNTRY654,0,3
2681,OFFICE220&&CNTRY652,0,0
2682,OFFICE100&&CNTRY764,0,3
2683,OFFICE180&&CNTRY554,0,3
2684,OFFICE100&&CNTRY748,0,0
2685,OFFICE178&&CNTRY276,0,0
2686,OFFICE52&&CNTRY622,0,0
2687,OFFICE60&&CNTRY770,0,3
2688,OFFICE24&&CNTRY113,0,3
2689,OFFICE35&&CNTRY215,0,3
2690,OFFICE87&&CNTRY891,0,0
2691,OFFICE23&&CNTRY654,0,3
2692,OFFICE94&&CNTRY376,0,3
2693,OFFICE34&&CNTRY234,0,3
2694,OFFICE52&&CNTRY680,0,3
2695,OFFICE81&&CNTRY745,0,3
2696,OFFICE35&&CNTRY125,0,3
2697,OFFICE96&&CNTRY334,0,3
2698,OFFICE76&&CNTRY480,0,3
2699,OFFICE76&&CNTRY859,0,3
2700,OFFICE60&&CNTRY837,0,3
2701,OFFICE81&&CNTRY171,0,3
2702,OFFICE132&&CNTRY393,0,3
2703,OFFICE222&&CNTRY527,0,3
2704,OFFICE296&&CNTRY429,0,0
2705,OFFICE214&&CNTRY323,0,3
2706,OFFICE223&&CNTRY209,0,3
2707,OFFICE289&&CNTRY334,0,3
2708,OFFICE204&&CNTRY209,0,3
2709,OFFICE296&&CNTRY364,0,0
2710,OFFICE289&&CNTRY615,0,3
2711,OFFICE252&&CNTRY748,0,3
2712,OFFICE168&&CNTRY317,0,3
2713,OFFICE117&&CNTRY884,0,3
2714,OFFICE287&&CNTRY756,0,0
2715,OFFICE122&&CNTRY654,0,0
2716,OFFICE152&&CNTRY994,0,3
2717,OFFICE141&&CNTRY171,0,3
2718,OFFICE127&&CNTRY756,0,3
2719,OFFICE237&&CNTRY264,0,3
2720,OFFICE292&&CNTRY881,0,0
2721,OFFICE186&&CNTRY216,0,3
2722,OFFICE186&&CNTRY866,0,0
2723,OFFICE168&&CNTRY429,0,3
2724,OFFICE105&&CNTRY825,0,3
2725,OFFICE81&&CNTRY480,0,3
2726,OFFICE94&&CNTRY554,0,3
2727,OFFICE45&&CNTRY765,0,3
2728,OFFICE96&&CNTRY415,0,3
2729,OFFICE81&&CNTRY215,0,0
2730,OFFICE76&&CNTRY863,0,3
2731,OFFICE88&&CNTRY995,0,3
2732,OFFICE66&&CNTRY745,0,0
2733,OFFICE35&&CNTRY139,0,3
2734,OFFICE81&&CNTRY994,0,3
2735,OFFICE45&&CNTRY962,0,3
2736,OFFICE59&&CNTRY654,0,3
2737,OFFICE60&&CNTRY316,0,3
2738,OFFICE94&&CNTRY184,0,0
2739,OFFICE185&&CNTRY316,0,3
2740,OFFICE168&&CNTRY701,0,3
2741,OFFICE204&&CNTRY771,0,3
2742,OFFICE186&&CNTRY674,0,3
2743,OFFICE234&&CNTRY656,0,3
2744,OFFICE109&&CNTRY252,0,3
2745,OFFICE237&&CNTRY284,0,0
2746,OFFICE180&&CNTRY687,0,3
2747,OFFICE279&&CNTRY747,0,0
2748,OFFICE204&&CNTRY920,0,3
2749,OFFICE168&&CNTRY830,0,3
2750,OFFICE196&&CNTRY321,0,3
2751,OFFICE134&&CNTRY765,0,0
2752,OFFICE174&&CNTRY364,0,0
2753,OFFICE174&&CNTRY139,0,3
2754,OFFICE132&&CNTRY975,0,0
2755,OFFICE96&&CNTRY618,0,3
2756,OFFICE34&&CNTRY153,0,3
2757,OFFICE94&&CNTRY317,0,0
2758,OFFICE76&&CNTRY334,0,3
2759,OFFICE35&&CNTRY168,0,3
2760,OFFICE94&&CNTRY863,0,0
2761,OFFICE45&&CNTRY859,0,3
2762,OFFICE51&&CNTRY919,0,0
2763,OFFICE24&&CNTRY491,0,3
2764,OFFICE60&&CNTRY351,0,3
2765,OFFICE60&&CNTRY140,0,3
2766,OFFICE78&&CNTRY491,0,3
2767,OFFICE16&&CNTRY311,0,3
2768,OFFICE88&&CNTRY701,0,3
2769,OFFICE76&&CNTRY407,0,3
2770,OFFICE78&&CNTRY278,0,3
2771,OFFICE81&&CNTRY188,0,3
2772,OFFICE60&&CNTRY415,0,3
2773,OFFICE185&&CNTRY527,0,3
2774,OFFICE296&&CNTRY234,0,0
2775,OFFICE113&&CNTRY335,0,3
2776,OFFICE243&&CNTRY139,0,0
2777,OFFICE298&&CNTRY335,0,3
2778,OFFICE180&&CNTRY915,0,3
2779,OFFICE127&&CNTRY656,0,3
2780,OFFICE296&&CNTRY236,0,3
2781,OFFICE132&&CNTRY771,0,3
2782,OFFICE162&&CNTRY687,0,3
2783,OFFICE134&&CNTRY138,0,3
2784,OFFICE187&&CNTRY959,0,3
2785,OFFICE186&&CNTRY785,0,3
2786,OFFICE288&&CNTRY644,0,0
2787,OFFICE168&&CNTRY216,0,0
2788,OFFICE162&&CNTRY264,0,3
2789,OFFICE237&&CNTRY627,0,0
2790,OFFICE126&&CNTRY825,0,3
2791,OFFICE220&&CNTRY284,0,0
2792,OFFICE127&&CNTRY209,0,0
2793,OFFICE296&&CNTRY456,0,3
2794,OFFICE197&&CNTRY252,0,3
2795,OFFICE100&&CNTRY480,0,3
2796,OFFICE197&&CNTRY456,0,3
2797,OFFICE136&&CNTRY765,0,0
2798,OFFICE298&&CNTRY771,0,3
2799,OFFICE127&&CNTRY409,0,3
2800,OFFICE220&&CNTRY113,0,0
2801,OFFICE141&&CNTRY364,0,3
2802,OFFICE23&&CNTRY939,0,3
2803,OFFICE76&&CNTRY637,0,3
2804,OFFICE34&&CNTRY884,0,3
2805,OFFICE87&&CNTRY262,0,3
2806,OFFICE96&&CNTRY819,0,3
2807,OFFICE16&&CNTRY680,0,3
2808,OFFICE88&&CNTRY480,0,3
2809,OFFICE81&&CNTRY216,0,3
2810,OFFICE41&&CNTRY398,0,0
2811,OFFICE45&&CNTRY825,1,3
2812,OFFICE23&&CNTRY398,0,3
2813,OFFICE96&&CNTRY322,0,3
2814,OFFICE96&&CNTRY873,0,3
2815,OFFICE134&&CNTRY975,0,0
2816,OFFICE132&&CNTRY618,0,3
2817,OFFICE111&&CNTRY884,0,0
2818,OFFICE185&&CNTRY866,0,0
2819,OFFICE162&&CNTRY184,0,3
2820,OFFICE297&&CNTRY562,0,3
2821,OFFICE141&&CNTRY701,0,0
2822,OFFICE168&&CNTRY527,0,0
2823,OFFICE109&&CNTRY625,0,0
2824,OFFICE113&&CNTRY454,0,3
2825,OFFICE204&&CNTRY351,0,3
2826,OFFICE105&&CNTRY881,0,3
2827,OFFICE178&&CNTRY364,0,3
2828,OFFICE220&&CNTRY859,0,3
2829,OFFICE204&&CNTRY555,0,3
2830,OFFICE100&&CNTRY837,0,3
2831,OFFICE100&&CNTRY113,0,0
2832,OFFICE197&&CNTRY321,0,3
2833,OFFICE123&&CNTRY322,0,0
2834,OFFICE214&&CNTRY317,0,3
2835,OFFICE122&&CNTRY415,0,3
2836,OFFICE52&&CNTRY351,0,3
2837,OFFICE23&&CNTRY745,0,0
2838,OFFICE96&&CNTRY409,0,3
2839,OFFICE96&&CNTRY576,0,3
2840,OFFICE16&&CNTRY859,0,0
2841,OFFICE35&&CNTRY364,0,3
2842,OFFICE78&&CNTRY859,0,3
2843,OFFICE152&&CNTRY881,1,3
2844,OFFICE152&&CNTRY379,0,0
2845,OFFICE109&&CNTRY335,0,0
2846,OFFICE132&&CNTRY759,0,0
2847,OFFICE243&&CNTRY618,0,3
2848,OFFICE117&&CNTRY915,0,3
2849,OFFICE127&&CNTRY445,0,3
2850,OFFICE168&&CNTRY917,0,0
2851,OFFICE168&&CNTRY276,0,3
2852,OFFICE296&&CNTRY625,0,3
2853,OFFICE185&&CNTRY234,0,3
2854,OFFICE292&&CNTRY125,0,0
2855,OFFICE132&&CNTRY264,0,0
2856,OFFICE109&&CNTRY236,0,3
2857,OFFICE132&&CNTRY653,0,3
2858,OFFICE186&&CNTRY234,0,3
2859,OFFICE105&&CNTRY445,0,3
2860,OFFICE113&&CNTRY680,1,3
2861,OFFICE109&&CNTRY995,0,3
2862,OFFICE174&&CNTRY284,0,3
2863,OFFICE185&&CNTRY874,0,3
2864,OFFICE186&&CNTRY555,0,0
2865,OFFICE126&&CNTRY139,0,3
2866,OFFICE122&&CNTRY652,0,3
2867,OFFICE296&&CNTRY874,0,0
2868,OFFICE168&&CNTRY689,0,3
2869,OFFICE101&&CNTRY376,0,3
2870,OFFICE233&&CNTRY236,0,0
2871,OFFICE88&&CNTRY756,0,3
2872,OFFICE35&&CNTRY323,0,3
2873,OFFICE52&&CNTRY448,0,0
2874,OFFICE78&&CNTRY528,0,3
2875,OFFICE35&&CNTRY874,0,3
2876,OFFICE92&&CNTRY334,0,3
2877,OFFICE76&&CNTRY322,0,0
2878,OFFICE186&&CNTRY558,0,0
2879,OFFICE140&&CNTRY975,0,0
2880,OFFICE287&&CNTRY263,0,3
2881,OFFICE288&&CNTRY576,0,0
2882,OFFICE237&&CNTRY323,0,3
2883,OFFICE127&&CNTRY687,0,0
2884,OFFICE109&&CNTRY351,0,3
2885,OFFICE196&&CNTRY123,0,0
2886,OFFICE234&&CNTRY555,0,3
2887,OFFICE100&&CNTRY409,0,3
2888,OFFICE168&&CNTRY445,0,0
2889,OFFICE122&&CNTRY138,0,3
2890,OFFICE178&&CNTRY407,0,3
2891,OFFICE126&&CNTRY980,0,0
2892,OFFICE100&&CNTRY335,0,3
2893,OFFICE222&&CNTRY317,0,3
2894,OFFICE24&&CNTRY919,0,3
2895,OFFICE41&&CNTRY884,0,3
2896,OFFICE88&&CNTRY656,0,3
2897,OFFICE35&&CNTRY349,0,3
2898,OFFICE92&&CNTRY920,0,3
2899,OFFICE84&&CNTRY653,0,3
2900,OFFICE88&&CNTRY830,0,3
2901,OFFICE34&&CNTRY264,0,3
2902,OFFICE87&&CNTRY846,0,3
2903,OFFICE23&&CNTRY618,0,3
2904,OFFICE45&&CNTRY527,0,3
2905,OFFICE45&&CNTRY984,0,3
2906,OFFICE123&&CNTRY264,0,3
2907,OFFICE178&&CNTRY652,0,3
2908,OFFICE117&&CNTRY376,0,3
2909,OFFICE186&&CNTRY701,0,3
2910,OFFICE178&&CNTRY825,0,3
2911,OFFICE127&&CNTRY716,0,0
2912,OFFICE113&&CNTRY709,0,3
2913,OFFICE180&&CNTRY701,0,0
2914,OFFICE287&&CNTRY644,0,3
2915,OFFICE289&&CNTRY138,0,3
2916,OFFICE296&&CNTRY140,0,3
2917,OFFICE127&&CNTRY689,0,3
2918,OFFICE162&&CNTRY819,0,3
2919,OFFICE113&&CNTRY747,0,3
2920,OFFICE117&&CNTRY846,0,3
2921,OFFICE180&&CNTRY785,0,3
2922,OFFICE220&&CNTRY874,0,3
2923,OFFICE237&&CNTRY866,0,3
2924,OFFICE220&&CNTRY322,0,3
2925,OFFICE34&&CNTRY837,0,3
2926,OFFICE41&&CNTRY277,0,3
2927,OFFICE16&&CNTRY277,0,3
